id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau
205,51.457275,14.246270,0.027417,0.000000,1.000000,44,0.027402,0.000001,0.761513
206,51.482414,14.251039,0.026552,0.000000,1.000000,44,0.026572,0.000001,0.770163
207,51.441132,14.242781,0.025634,0.000000,1.000000,44,0.025516,0.000001,0.863957
208,16.604242,14.266282,0.024643,0.000002,1.000000,9,0.024804,0.000006,3.806516
210,16.418310,14.245634,0.024183,0.000002,1.000000,9,0.024409,0.000005,3.890993
211,15.811278,14.308914,0.019521,0.000002,1.000000,8,0.019531,0.000005,5.891561
204,52.405422,14.237987,0.024105,0.000000,1.000000,45,0.024095,0.000001,0.855767
205,52.451157,14.245508,0.027416,0.000000,1.000000,45,0.027435,0.000001,0.748197
206,52.477901,14.250708,0.026553,0.000000,1.000000,45,0.026596,0.000001,0.755954
207,52.437996,14.242832,0.025630,0.000000,1.000000,45,0.025536,0.000001,0.847293
208,17.584593,14.261173,0.024688,0.000002,1.000000,10,0.024948,0.000005,3.445173
210,17.398674,14.240479,0.024247,0.000002,1.000000,10,0.024376,0.000005,3.589008
211,16.791374,14.303385,0.019524,0.000002,1.000000,9,0.019808,0.000004,5.209860
204,53.402214,14.238008,0.024105,0.000000,1.000000,46,0.024105,0.000001,0.838225
205,53.446690,14.245196,0.027417,0.000000,1.000000,46,0.027444,0.000001,0.734863
206,53.474091,14.250566,0.026554,0.000000,1.000000,46,0.026613,0.000001,0.741706
207,53.433788,14.242596,0.025627,0.000000,1.000000,46,0.025503,0.000001,0.835704
208,18.567516,14.257043,0.024753,0.000001,1.000000,11,0.024934,0.000004,3.176598
210,18.381538,14.236229,0.024280,0.000001,1.000000,11,0.024512,0.000004,3.254827
211,17.774303,14.298999,0.019601,0.000001,1.000000,10,0.019709,0.000004,4.815701
204,54.397995,14.237761,0.024105,0.000000,1.000000,47,0.024089,0.000001,0.825066
205,54.442009,14.244829,0.027418,0.000000,1.000000,47,0.027484,0.000001,0.722840
206,54.470001,14.250354,0.026556,0.000000,1.000000,47,0.026619,0.000001,0.730064
207,54.430508,14.242599,0.025623,0.000000,1.000000,47,0.025540,0.000001,0.819763
208,19.552694,14.253763,0.024795,0.000001,1.000000,12,0.025016,0.000003,2.937108
210,19.366663,14.232868,0.024333,0.000001,1.000000,12,0.024637,0.000003,3.011418
211,18.759634,14.295521,0.019628,0.000001,1.000000,11,0.019919,0.000003,4.363073
204,55.394066,14.237586,0.024104,0.000000,1.000000,48,0.024076,0.000001,0.811293
205,55.439693,14.245070,0.027420,0.000000,1.000000,48,0.027507,0.000001,0.710847
206,55.465935,14.250146,0.026558,0.000000,1.000000,48,0.026611,0.000001,0.719044
207,55.427513,14.242670,0.025621,0.000000,1.000000,48,0.025540,0.000001,0.808395
208,20.539377,14.250971,0.024841,0.000001,1.000000,13,0.025078,0.000003,2.736206
210,20.353382,14.230104,0.024397,0.000001,1.000000,13,0.024688,0.000003,2.796045
211,19.746511,14.292587,0.019693,0.000001,1.000000,12,0.019780,0.000003,4.114897
204,56.389923,14.237358,0.024104,0.000000,1.000000,49,0.024098,0.000001,0.795808
205,56.435966,14.244946,0.027422,0.000000,1.000000,49,0.027516,0.000001,0.700102
206,56.462585,14.250119,0.026559,0.000000,1.000000,49,0.026623,0.000001,0.707221
207,56.421837,14.242061,0.025619,0.000000,1.000000,49,0.025526,0.000001,0.796102
208,21.527412,14.248640,0.024887,0.000001,1.000000,14,0.025146,0.000003,2.550234
210,21.341326,14.227691,0.024454,0.000001,1.000000,14,0.024717,0.000003,2.619420
211,20.734972,14.290198,0.019711,0.000001,1.000000,13,0.019824,0.000002,3.821779
215,10.000000,15.000000,0.024212,0.027778,1.000000,0,0.024515,0.022661,37.605480
208,22.516453,14.246590,0.024934,0.000000,1.000000,15,0.025156,0.000002,2.407320
210,22.330294,14.225566,0.024501,0.000000,1.000000,15,0.024779,0.000002,2.450847
211,21.724466,14.288101,0.019732,0.000000,1.000000,14,0.019756,0.000002,3.609293
213,10.000000,15.000000,0.020465,0.027778,1.000000,0,0.020535,0.000342,28.665840
214,10.000000,15.000000,0.022392,0.027778,1.000000,0,0.022040,0.000253,23.757666
215,10.125122,14.846313,0.024303,0.019484,1.000000,1,0.024338,0.000220,19.433359
216,10.000000,15.000000,0.018658,0.027778,1.000000,0,0.018467,0.000777,39.104504
208,23.506470,14.244838,0.024971,0.000000,1.000000,16,0.025198,0.000002,2.269560
210,23.320553,14.223934,0.024549,0.000000,1.000000,16,0.024774,0.000002,2.323127
211,22.715107,14.286402,0.019737,0.000000,1.000000,15,0.019729,0.000002,3.408302
213,10.212267,14.805285,0.020507,0.010949,1.000000,1,0.020270,0.000090,19.491438
214,10.212787,14.805147,0.022178,0.010885,1.000000,1,0.022107,0.000078,15.843181
215,10.399776,14.644490,0.024326,0.006774,1.000000,2,0.024485,0.000075,13.018924
216,10.209851,14.806072,0.018544,0.011254,1.000000,1,0.018308,0.000120,25.535236
208,24.497406,14.243386,0.025007,0.000000,1.000000,17,0.025251,0.000002,2.150815
210,24.311504,14.222453,0.024585,0.000000,1.000000,17,0.024801,0.000002,2.199053
211,23.706467,14.284883,0.019735,0.000000,1.000000,16,0.019717,0.000002,3.225877
213,10.588688,14.602685,0.020337,0.003090,1.000000,2,0.020373,0.000042,14.258321
214,10.590395,14.602590,0.022127,0.003056,1.000000,2,0.022292,0.000038,11.613258
215,10.863958,14.458370,0.024448,0.001589,1.000000,3,0.024464,0.000039,9.859421
216,10.581042,14.603172,0.018376,0.003230,1.000000,2,0.018535,0.000049,18.087883
208,25.488880,14.242049,0.025043,0.000000,1.000000,18,0.025269,0.000002,2.046310
210,25.302948,14.221049,0.024617,0.000000,1.000000,18,0.024839,0.000002,2.089014
211,24.698816,14.283723,0.019733,0.000000,1.000000,17,0.019701,0.000001,3.063760
213,11.181620,14.448236,0.020366,0.000535,1.000000,3,0.020379,0.000025,11.354974
214,11.185163,14.448682,0.022264,0.000524,1.000000,3,0.022342,0.000023,9.276111
215,11.552373,14.337579,0.024462,0.000222,1.000000,4,0.024705,0.000024,7.783418
216,11.167008,14.446770,0.018506,0.000574,1.000000,3,0.018768,0.000028,13.890528
208,26.480970,14.240874,0.025075,0.000000,1.000000,19,0.025257,0.000002,1.955999
210,26.295263,14.219955,0.024649,0.000000,1.000000,19,0.024824,0.000002,2.001139
211,25.691706,14.282685,0.019728,0.000000,1.000000,18,0.019788,0.000001,2.886895
213,11.985789,14.370023,0.020378,0.000060,1.000000,4,0.020097,0.000017,9.749828
214,11.991292,14.371222,0.022334,0.000058,1.000000,4,0.022138,0.000016,7.926848
215,12.420223,14.285756,0.024670,0.000031,1.000000,5,0.024616,0.000017,6.589216
216,11.964834,14.366197,0.018737,0.000067,1.000000,4,0.018616,0.000018,11.705797
208,27.473656,14.239855,0.025100,0.000000,1.000000,20,0.025273,0.000001,1.870912
210,27.287851,14.218857,0.024672,0.000000,1.000000,20,0.024872,0.000001,1.901568
211,26.685068,14.281753,0.019736,0.000000,1.000000,19,0.019713,0.000001,2.770510
213,12.910941,14.341120,0.020164,0.000014,1.000000,5,0.020465,0.000012,7.967203
214,12.917921,14.342881,0.022185,0.000014,1.000000,5,0.022426,0.000011,6.567604
215,13.362181,14.264318,0.024636,0.000011,1.000000,6,0.024530,0.000012,5.685993
216,12.886401,14.335921,0.018644,0.000016,1.000000,5,0.019018,0.000013,9.469686
208,28.466814,14.238949,0.025122,0.000000,1.000000,21,0.025315,0.000001,1.789110
210,28.280697,14.217770,0.024698,0.000000,1.000000,21,0.024854,0.000001,1.833375
211,27.678871,14.280914,0.019733,0.000000,1.000000,20,0.019829,0.000001,2.616536
213,13.868706,14.326040,0.020327,0.000007,1.000000,6,0.020258,0.000009,7.148492
214,13.876546,14.328149,0.022315,0.000006,1.000000,6,0.022503,0.000009,5.749974
215,14.323174,14.251065,0.024586,0.000006,1.000000,7,0.024712,0.000009,4.941646
216,13.842532,14.320299,0.018849,0.000007,1.000000,6,0.018949,0.000009,8.342129
208,29.460457,14.238185,0.025145,0.000000,1.000000,22,0.025281,0.000001,1.725888
210,29.274263,14.216929,0.024717,0.000000,1.000000,22,0.024867,0.000001,1.750841
211,28.672937,14.280107,0.019746,0.000000,1.000000,21,0.019760,0.000001,2.520475
213,14.837516,14.315807,0.020298,0.000004,1.000000,7,0.020585,0.000007,6.091543
214,14.845792,14.318071,0.022393,0.000004,1.000000,7,0.022669,0.000007,4.995478
215,15.293049,14.241692,0.024634,0.000004,1.000000,8,0.024711,0.000007,4.385771
216,14.810437,14.309805,0.018891,0.000004,1.000000,7,0.019258,0.000007,7.100847
208,30.454891,14.237681,0.025161,0.000000,1.000000,23,0.025340,0.000001,1.656923
210,30.268202,14.216164,0.024735,0.000000,1.000000,23,0.024900,0.000001,1.690886
211,29.667429,14.279427,0.019747,0.000000,1.000000,22,0.019846,0.000001,2.399269
213,15.812673,14.308336,0.020400,0.000002,1.000000,8,0.020389,0.000006,5.628282
214,15.821208,14.310668,0.022490,0.000002,1.000000,8,0.022551,0.000006,4.591638
215,16.268486,14.234610,0.024660,0.000002,1.000000,9,0.024795,0.000006,3.963980
216,15.784781,14.302034,0.019023,0.000003,1.000000,8,0.019144,0.000006,6.485195
208,31.449324,14.237108,0.025181,0.000000,1.000000,24,0.025340,0.000001,1.601989
210,31.262291,14.215408,0.024753,0.000000,1.000000,24,0.024926,0.000001,1.628220
211,30.661854,14.278708,0.019758,0.000000,1.000000,23,0.019785,0.000001,2.321867
213,16.792015,14.302609,0.020397,0.000002,1.000000,9,0.020474,0.000005,5.071795
214,16.800600,14.304905,0.022508,0.000002,1.000000,9,0.022662,0.000005,4.140451
215,17.247702,14.229076,0.024698,0.000002,1.000000,10,0.024784,0.000005,3.629197
216,16.763670,14.296186,0.019060,0.000002,1.000000,9,0.019174,0.000005,5.864670
208,32.443645,14.236414,0.025198,0.000000,1.000000,25,0.025388,0.000001,1.544215
210,32.256577,14.214673,0.024772,0.000000,1.000000,25,0.024982,0.000001,1.565231
211,31.656492,14.278073,0.019761,0.000000,1.000000,24,0.019783,0.000001,2.235424
213,17.774313,14.298020,0.020417,0.000001,1.000000,10,0.020632,0.000004,4.567460
214,17.782993,14.300369,0.022549,0.000001,1.000000,10,0.022773,0.000004,3.758110
215,18.229790,14.224653,0.024720,0.000001,1.000000,11,0.024832,0.000004,3.326382
216,17.745663,14.291540,0.019091,0.000001,1.000000,10,0.019298,0.000004,5.286557
208,33.438358,14.235845,0.025217,0.000000,1.000000,26,0.025430,0.000001,1.490659
210,33.251816,14.214327,0.024793,0.000000,1.000000,26,0.024971,0.000001,1.521309
211,32.651207,14.277464,0.019763,0.000000,1.000000,25,0.019855,0.000001,2.139901
213,18.758957,14.294345,0.020470,0.000001,1.000000,11,0.020490,0.000003,4.291248
214,18.767721,14.296750,0.022603,0.000001,1.000000,11,0.022757,0.000003,3.494916
215,19.214287,14.221181,0.024746,0.000001,1.000000,12,0.024909,0.000004,3.072860
216,18.730076,14.287814,0.019143,0.000001,1.000000,11,0.019103,0.000003,4.987387
217,10.000000,15.000000,0.025067,0.027778,1.000000,0,0.024500,0.000503,24.217485
218,10.000000,15.000000,0.020837,0.027778,1.000000,0,0.022022,0.000322,25.416454
219,10.000000,15.000000,0.023050,0.027778,1.000000,0,0.022224,0.000399,26.462511
220,10.000000,15.000000,0.023987,0.027778,1.000000,0,0.023399,0.000288,22.445084
208,34.432922,14.235213,0.025237,0.000000,1.000000,27,0.025408,0.000001,1.447877
210,34.246704,14.213817,0.024809,0.000000,1.000000,27,0.024976,0.000001,1.467707
211,33.646038,14.276906,0.019770,0.000000,1.000000,26,0.019756,0.000001,2.084727
213,19.745483,14.291350,0.020475,0.000001,1.000000,12,0.020686,0.000003,3.886174
214,19.754133,14.293700,0.022637,0.000001,1.000000,12,0.022853,0.000003,3.203933
215,20.200415,14.218244,0.024781,0.000001,1.000000,13,0.024892,0.000003,2.859092
216,19.716516,14.284851,0.019134,0.000001,1.000000,12,0.019257,0.000003,4.526920
217,10.211358,14.805569,0.024726,0.011063,1.000000,1,0.024607,0.000106,14.766330
218,10.212385,14.805270,0.021556,0.010935,1.000000,1,0.022024,0.000082,16.272976
219,10.211950,14.805398,0.022551,0.010990,1.000000,1,0.021646,0.000103,18.294044
220,10.212593,14.805219,0.023630,0.010910,1.000000,1,0.023448,0.000081,14.517116
208,35.428158,14.234834,0.025251,0.000000,1.000000,28,0.025449,0.000001,1.400837
210,35.242245,14.213561,0.024823,0.000000,1.000000,28,0.025029,0.000001,1.423992
211,34.640869,14.276337,0.019769,0.000000,1.000000,27,0.019834,0.000001,1.998739
213,20.733534,14.288898,0.020518,0.000001,1.000000,13,0.020578,0.000002,3.677674
214,20.741919,14.291084,0.022681,0.000001,1.000000,13,0.022847,0.000002,3.009389
215,21.188030,14.215786,0.024803,0.000001,1.000000,14,0.024903,0.000003,2.683001
216,20.704409,14.282333,0.019160,0.000001,1.000000,13,0.019177,0.000002,4.261891
217,10.585714,14.602833,0.024641,0.003146,1.000000,2,0.024544,0.000059,11.703229
218,10.589154,14.602698,0.021892,0.003078,1.000000,2,0.021861,0.000042,12.521039
219,10.587521,14.602768,0.021903,0.003116,1.000000,2,0.022201,0.000047,12.824931
220,10.589748,14.602644,0.023499,0.003068,1.000000,2,0.023714,0.000042,10.727609
208,36.423153,14.234361,0.025267,0.000000,1.000000,29,0.025426,0.000001,1.362873
210,36.237762,14.213293,0.024839,0.000000,1.000000,29,0.025029,0.000001,1.377313
211,35.636383,14.276039,0.019774,0.000000,1.000000,28,0.019778,0.000001,1.942636
213,21.722664,14.286727,0.020530,0.000000,1.000000,14,0.020681,0.000002,3.394801
214,21.731112,14.289005,0.022713,0.000000,1.000000,14,0.022859,0.000002,2.806477
215,22.176788,14.213680,0.024821,0.000001,1.000000,15,0.024844,0.000002,2.527119
216,21.693604,14.280247,0.019163,0.000000,1.000000,14,0.019322,0.000002,3.911182
217,11.175138,14.447400,0.024561,0.000564,1.000000,3,0.024240,0.000033,9.264880
218,11.182651,14.448413,0.021866,0.000533,1.000000,3,0.021786,0.000024,9.911040
219,11.178930,14.447906,0.022149,0.000546,1.000000,3,0.021911,0.000028,10.470058
220,11.183743,14.448514,0.023677,0.000530,1.000000,3,0.023187,0.000025,8.915900
208,37.418293,14.233932,0.025278,0.000000,1.000000,30,0.025453,0.000001,1.323005
210,37.232670,14.212785,0.024852,0.000000,1.000000,30,0.025042,0.000001,1.336702
211,36.631783,14.275689,0.019774,0.000000,1.000000,29,0.019781,0.000001,1.880389
213,22.713020,14.284999,0.020557,0.000000,1.000000,15,0.020757,0.000002,3.166587
214,22.721298,14.287205,0.022739,0.000000,1.000000,15,0.022876,0.000002,2.637793
215,23.166582,14.211874,0.024825,0.000000,1.000000,16,0.024845,0.000002,2.385148
216,22.683727,14.278411,0.019192,0.000000,1.000000,15,0.019357,0.000002,3.657457
217,11.973860,14.367233,0.024280,0.000070,1.000000,4,0.024395,0.000022,7.599128
218,11.987329,14.370409,0.021795,0.000059,1.000000,4,0.021787,0.000016,8.222000
219,11.980927,14.368917,0.021939,0.000064,1.000000,4,0.021923,0.000019,8.691596
220,11.988662,14.370604,0.023242,0.000060,1.000000,4,0.023012,0.000017,7.544770
208,38.413902,14.233677,0.025290,0.000000,1.000000,31,0.025487,0.000001,1.286305
210,38.227913,14.212398,0.024865,0.000000,1.000000,31,0.025022,0.000001,1.307440
211,37.626785,14.275184,0.019774,0.000000,1.000000,30,0.019829,0.000001,1.815689
213,23.704058,14.283427,0.020591,0.000000,1.000000,16,0.020727,0.000002,3.008705
214,23.712469,14.285727,0.022762,0.000000,1.000000,16,0.022827,0.000002,2.515350
215,24.157463,14.210444,0.024828,0.000000,1.000000,17,0.024909,0.000002,2.256360
216,23.674978,14.276977,0.019221,0.000000,1.000000,16,0.019248,0.000002,3.497242
217,12.892359,14.335845,0.024366,0.000018,1.000000,5,0.024549,0.000017,6.599964
218,12.913116,14.341768,0.021788,0.000014,1.000000,5,0.021715,0.000012,7.146343
219,12.903335,14.338977,0.021927,0.000016,1.000000,5,0.021998,0.000014,7.425682
220,12.913895,14.341749,0.023068,0.000014,1.000000,5,0.023230,0.000012,6.395188
208,39.409107,14.233273,0.025302,0.000000,1.000000,32,0.025473,0.000001,1.254021
210,39.222950,14.211927,0.024874,0.000000,1.000000,32,0.025034,0.000001,1.267846
211,38.622665,14.275004,0.019778,0.000000,1.000000,31,0.019776,0.000001,1.769623
213,24.696045,14.282175,0.020613,0.000000,1.000000,17,0.020791,0.000001,2.820511
214,24.704197,14.284355,0.022772,0.000000,1.000000,17,0.022814,0.000002,2.378179
215,25.148800,14.209071,0.024841,0.000000,1.000000,18,0.024793,0.000002,2.158118
216,24.666904,14.275691,0.019225,0.000000,1.000000,17,0.019269,0.000002,3.290662
217,13.843757,14.318542,0.024460,0.000009,1.000000,6,0.024346,0.000012,5.774979
218,13.871138,14.326803,0.021749,0.000007,1.000000,6,0.021655,0.000009,6.229914
219,13.858590,14.323036,0.021965,0.000007,1.000000,6,0.021925,0.000010,6.519890
220,13.871138,14.326523,0.023154,0.000007,1.000000,6,0.023066,0.000009,5.645811
208,40.403942,14.232734,0.025312,0.000000,1.000000,33,0.025475,0.000001,1.223962
210,40.218784,14.211733,0.024884,0.000000,1.000000,33,0.025039,0.000001,1.239188
211,39.617775,14.274540,0.019777,0.000000,1.000000,32,0.019784,0.000001,1.718269
213,25.688873,14.281203,0.020640,0.000000,1.000000,18,0.020679,0.000001,2.715047
214,25.696611,14.283173,0.022778,0.000000,1.000000,18,0.022792,0.000001,2.272929
215,26.140913,14.207925,0.024834,0.000000,1.000000,19,0.024810,0.000002,2.059260
216,25.659447,14.274550,0.019232,0.000000,1.000000,18,0.019205,0.000001,3.146966
217,14.807516,14.306652,0.024412,0.000005,1.000000,7,0.024405,0.000010,5.205737
218,14.840150,14.316669,0.021710,0.000004,1.000000,7,0.021574,0.000007,5.603402
219,14.825407,14.312188,0.021948,0.000004,1.000000,7,0.022014,0.000008,5.762561
220,14.839372,14.316102,0.023117,0.000004,1.000000,7,0.022997,0.000007,5.079609
208,41.398563,14.232125,0.025322,0.000000,1.000000,34,0.025444,0.000001,1.197802
210,41.213512,14.211160,0.024892,0.000000,1.000000,34,0.025051,0.000001,1.207490
211,40.613789,14.274386,0.019778,0.000000,1.000000,33,0.019803,0.000001,1.666858
213,26.681993,14.280212,0.020646,0.000000,1.000000,19,0.020663,0.000001,2.586977
214,26.689548,14.282119,0.022780,0.000000,1.000000,19,0.022755,0.000001,2.172499
215,27.133600,14.206931,0.024830,0.000000,1.000000,20,0.024799,0.000001,1.968786
216,26.652546,14.273552,0.019228,0.000000,1.000000,19,0.019200,0.000001,2.991663
217,15.778176,14.297839,0.024410,0.000003,1.000000,8,0.024246,0.000008,4.753366
218,15.815241,14.309159,0.021662,0.000002,1.000000,8,0.021414,0.000006,5.110165
219,15.798766,14.304171,0.021971,0.000003,1.000000,8,0.021960,0.000006,5.216838
220,15.813812,14.308399,0.023076,0.000003,1.000000,8,0.023005,0.000006,4.569704
208,42.394318,14.231890,0.025328,0.000000,1.000000,35,0.025423,0.000001,1.171839
210,42.209339,14.210955,0.024901,0.000000,1.000000,35,0.025047,0.000001,1.178365
211,41.610138,14.274346,0.019779,0.000000,1.000000,34,0.019798,0.000001,1.621863
213,27.675531,14.279297,0.020648,0.000000,1.000000,20,0.020684,0.000001,2.460532
214,27.683222,14.281317,0.022777,0.000000,1.000000,20,0.022751,0.000001,2.074223
215,28.126528,14.205928,0.024826,0.000000,1.000000,21,0.024824,0.000001,1.880325
216,27.646156,14.272679,0.019224,0.000000,1.000000,20,0.019216,0.000001,2.843094
217,16.753647,14.291057,0.024361,0.000002,1.000000,9,0.024240,0.000007,4.322403
218,16.794388,14.303319,0.021587,0.000002,1.000000,9,0.021456,0.000005,4.612844
219,16.776573,14.298010,0.021968,0.000002,1.000000,9,0.022026,0.000005,4.714633
220,16.792385,14.302372,0.023054,0.000002,1.000000,9,0.023052,0.000005,4.135358
208,43.389137,14.231344,0.025333,0.000000,1.000000,36,0.025434,0.000001,1.145236
210,43.205307,14.210788,0.024908,0.000000,1.000000,36,0.025041,0.000001,1.156197
211,42.604843,14.273749,0.019780,0.000000,1.000000,35,0.019836,0.000001,1.573815
213,28.669533,14.278499,0.020653,0.000000,1.000000,21,0.020578,0.000001,2.385457
214,28.677071,14.280485,0.022773,0.000000,1.000000,21,0.022688,0.000001,2.004642
215,29.119720,14.204944,0.024826,0.000000,1.000000,22,0.024892,0.000001,1.799055
216,28.640074,14.271840,0.019223,0.000000,1.000000,21,0.019116,0.000001,2.750832
217,17.732573,14.285598,0.024329,0.000002,1.000000,10,0.024206,0.000006,4.047517
218,17.776718,14.298751,0.021552,0.000001,1.000000,10,0.021413,0.000004,4.263379
219,17.757589,14.293110,0.021983,0.000001,1.000000,10,0.022198,0.000004,4.262681
220,17.774193,14.297679,0.023054,0.000001,1.000000,10,0.023019,0.000004,3.821223
208,44.385532,14.231305,0.025338,0.000000,1.000000,37,0.025445,0.000001,1.121159
210,44.200768,14.210456,0.024914,0.000000,1.000000,37,0.025059,0.000001,1.128327
211,43.601002,14.273632,0.019782,0.000000,1.000000,36,0.019813,0.000001,1.538130
213,29.664225,14.277946,0.020644,0.000000,1.000000,22,0.020590,0.000001,2.281389
214,29.671270,14.279739,0.022763,0.000000,1.000000,22,0.022708,0.000001,1.918784
215,30.113598,14.204198,0.024834,0.000000,1.000000,23,0.024838,0.000001,1.738550
216,29.634459,14.271141,0.019209,0.000000,1.000000,22,0.019119,0.000001,2.630617
217,18.713930,14.281079,0.024300,0.000001,1.000000,11,0.024260,0.000005,3.718192
218,18.761280,14.295023,0.021518,0.000001,1.000000,11,0.021424,0.000003,3.927616
219,18.741070,14.289170,0.022035,0.000001,1.000000,11,0.022115,0.000004,3.985241
220,18.758234,14.293809,0.023045,0.000001,1.000000,11,0.023011,0.000004,3.539294
208,45.380909,14.230943,0.025343,0.000000,1.000000,38,0.025457,0.000001,1.097369
210,45.196793,14.210300,0.024921,0.000000,1.000000,38,0.025055,0.000001,1.107667
211,44.597084,14.273485,0.019784,0.000000,1.000000,37,0.019821,0.000001,1.499229
213,30.658623,14.277215,0.020637,0.000000,1.000000,23,0.020542,0.000001,2.205797
214,30.666054,14.279191,0.022757,0.000000,1.000000,23,0.022647,0.000001,1.859505
215,31.107824,14.203525,0.024834,0.000000,1.000000,24,0.024861,0.000001,1.674682
216,30.629040,14.270503,0.019199,0.000000,1.000000,23,0.019059,0.000001,2.542756
217,19.697712,14.277513,0.024291,0.000001,1.000000,12,0.024232,0.000004,3.508800
218,19.747665,14.291937,0.021497,0.000001,1.000000,12,0.021356,0.000003,3.682089
219,19.726509,14.285934,0.022053,0.000001,1.000000,12,0.022197,0.000003,3.682067
220,19.744226,14.290681,0.023038,0.000001,1.000000,12,0.023109,0.000003,3.272002
208,46.376133,14.230535,0.025348,0.000000,1.000000,39,0.025484,0.000001,1.054062
210,46.192268,14.209972,0.024927,0.000000,1.000000,39,0.025059,0.000001,1.064722
211,45.591633,14.272857,0.019785,0.000000,1.000000,38,0.019794,0.000001,1.433667
213,31.653559,14.276719,0.020628,0.000000,1.000000,24,0.020537,0.000001,2.045882
214,31.661093,14.278746,0.022745,0.000000,1.000000,24,0.022702,0.000001,1.720949
215,32.102383,14.202929,0.024837,0.000000,1.000000,25,0.024863,0.000001,1.564973
216,31.623877,14.269976,0.019185,0.000000,1.000000,24,0.019023,0.000001,2.359499
217,20.682934,14.274400,0.024280,0.000001,1.000000,13,0.024284,0.000003,3.097477
218,20.735630,14.289450,0.021468,0.000001,1.000000,13,0.021360,0.000002,3.225241
219,20.713373,14.283150,0.022082,0.000001,1.000000,13,0.022250,0.000003,3.230514
220,20.731752,14.288100,0.023052,0.000001,1.000000,13,0.023042,0.000002,2.898405
208,47.372036,14.230330,0.025353,0.000000,1.000000,40,0.025487,0.000001,1.034454
210,47.188618,14.209907,0.024932,0.000000,1.000000,40,0.025059,0.000001,1.045627
211,46.585575,14.272053,0.019786,0.000000,1.000000,39,0.019811,0.000001,1.398840
213,32.648636,14.276276,0.020619,0.000000,1.000000,25,0.020505,0.000001,1.981649
214,32.655605,14.278056,0.022741,0.000000,1.000000,25,0.022688,0.000001,1.666201
215,33.097221,14.202390,0.024840,0.000000,1.000000,26,0.024803,0.000001,1.523096
216,32.618481,14.269343,0.019170,0.000000,1.000000,25,0.018966,0.000001,2.288591
217,21.670395,14.272017,0.024281,0.000001,1.000000,14,0.024224,0.000003,2.954634
218,21.725290,14.287412,0.021445,0.000000,1.000000,14,0.021284,0.000002,3.061892
219,21.702213,14.280988,0.022117,0.000001,1.000000,14,0.022194,0.000002,3.065326
220,21.721046,14.286018,0.023050,0.000000,1.000000,14,0.023047,0.000002,2.735652
208,48.368431,14.230274,0.025359,0.000000,1.000000,41,0.025483,0.000001,1.017021
210,48.183983,14.209547,0.024937,0.000000,1.000000,41,0.025051,0.000001,1.026449
211,47.580524,14.271559,0.019787,0.000000,1.000000,40,0.019800,0.000001,1.369936
213,33.643593,14.275775,0.020610,0.000000,1.000000,26,0.020538,0.000001,1.906679
214,33.650497,14.277525,0.022737,0.000000,1.000000,26,0.022711,0.000001,1.607707
215,34.092171,14.201885,0.024836,0.000000,1.000000,27,0.024794,0.000001,1.478398
216,33.613136,14.268738,0.019152,0.000000,1.000000,26,0.018963,0.000001,2.207346
217,22.658699,14.269826,0.024270,0.000001,1.000000,15,0.024109,0.000003,2.825334
218,22.715866,14.285662,0.021414,0.000000,1.000000,15,0.021362,0.000002,2.870578
219,22.692205,14.279209,0.022132,0.000000,1.000000,15,0.022232,0.000002,2.899377
220,22.711226,14.284183,0.023049,0.000000,1.000000,15,0.023076,0.000002,2.585522
208,49.363754,14.229903,0.025364,0.000000,1.000000,42,0.025476,0.000001,0.999041
210,49.179070,14.209110,0.024942,0.000000,1.000000,42,0.025036,0.000001,1.011065
211,48.575649,14.271120,0.019787,0.000000,1.000000,41,0.019857,0.000001,1.332124
213,34.638226,14.275131,0.020604,0.000000,1.000000,27,0.020471,0.000001,1.859035
214,34.646088,14.277268,0.022735,0.000000,1.000000,27,0.022669,0.000001,1.565216
215,35.087471,14.201518,0.024833,0.000000,1.000000,28,0.024785,0.000001,1.436158
216,34.607658,14.268071,0.019137,0.000000,1.000000,27,0.018922,0.000001,2.143107
217,23.648191,14.268071,0.024243,0.000000,1.000000,16,0.024057,0.000002,2.717332
218,23.707430,14.284233,0.021405,0.000000,1.000000,16,0.021417,0.000002,2.708874
219,23.682907,14.277605,0.022149,0.000000,1.000000,16,0.022268,0.000002,2.740625
220,23.702370,14.282679,0.023054,0.000000,1.000000,16,0.023093,0.000002,2.451569
208,50.360142,14.229831,0.025368,0.000000,1.000000,43,0.025497,0.000001,0.981426
210,50.176029,14.209195,0.024945,0.000000,1.000000,43,0.025031,0.000001,0.992740
211,49.570301,14.270551,0.019790,0.000000,1.000000,42,0.019866,0.000001,1.303364
213,35.633923,14.274916,0.020594,0.000000,1.000000,28,0.020514,0.000001,1.790649
214,35.641289,14.276850,0.022730,0.000000,1.000000,28,0.022705,0.000001,1.511433
215,36.083439,14.201402,0.024829,0.000000,1.000000,29,0.024799,0.000001,1.394397
216,35.603069,14.267765,0.019122,0.000000,1.000000,28,0.018957,0.000001,2.063365
217,24.638323,14.266478,0.024214,0.000000,1.000000,17,0.024088,0.000002,2.579356
218,24.699699,14.283006,0.021407,0.000000,1.000000,17,0.021464,0.000001,2.562292
219,24.674582,14.276343,0.022168,0.000000,1.000000,17,0.022214,0.000002,2.629549
220,24.694355,14.281450,0.023060,0.000000,1.000000,17,0.023162,0.000002,2.322410
