id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau
1,10.000000,15.000000,0.283694,0.008942,0.567388,0,0.325699,0.003784,0.560567
3,10.000000,15.000000,0.255130,0.007232,0.510261,0,0.243402,0.008629,1.388802
4,10.000000,15.000000,0.264444,0.007770,0.528888,0,0.267078,0.003852,0.827591
6,10.000000,15.000000,0.225486,0.005649,0.450971,0,0.176914,0.009709,2.521621
8,10.000000,15.000000,0.294378,0.009629,0.588757,0,0.321204,0.004820,0.644098
10,10.000000,15.000000,0.274091,0.008347,0.548181,0,0.383514,0.008647,0.598872
11,10.000000,15.000000,0.281051,0.008777,0.562102,0,0.341793,0.003761,0.509049
12,10.000000,15.000000,0.286364,0.009112,0.572727,0,0.372999,0.004850,0.484242
13,10.000000,15.000000,0.279695,0.008692,0.559389,0,0.294768,0.005577,0.810410
14,10.000000,15.000000,0.237135,0.006248,0.474270,0,0.373801,0.004340,0.457695
15,10.000000,15.000000,0.266342,0.007882,0.532685,0,0.239309,0.005301,1.171457
17,10.000000,15.000000,0.209911,0.004896,0.419823,0,0.185025,0.005113,1.845236
18,10.000000,15.000000,0.244007,0.006615,0.488013,0,0.217420,0.004652,1.323443
21,10.000000,15.000000,0.248848,0.006881,0.497696,0,0.265047,0.003614,0.815702
22,10.000000,15.000000,0.241678,0.006490,0.483356,0,0.328685,0.003276,0.514645
23,10.000000,15.000000,0.228857,0.005820,0.457715,0,0.177584,0.005873,2.094088
26,10.000000,15.000000,0.255932,0.007278,0.511864,0,0.306858,0.003372,0.596060
28,10.000000,15.000000,0.273729,0.008325,0.547457,0,0.331933,0.008206,0.768648
30,10.000000,15.000000,0.248589,0.006866,0.497178,0,0.427713,0.008310,0.477511
31,10.000000,15.000000,0.192757,0.004128,0.385514,0,0.146521,0.007965,3.227536
1,10.139820,14.837062,0.300080,0.005669,0.567388,1,0.286870,0.000790,0.338297
2,10.000000,15.000000,0.222850,0.005518,0.445699,0,0.209924,0.002012,0.975208
3,10.098841,14.866011,0.252362,0.005533,0.510261,1,0.240762,0.001376,0.625465
4,10.152507,14.829891,0.265441,0.004830,0.528888,1,0.259475,0.000732,0.397678
5,10.000000,15.000000,0.241856,0.006499,0.483711,0,0.267071,0.002597,0.690173
6,10.055838,14.909356,0.217041,0.004747,0.450971,1,0.213250,0.001074,0.704458
7,10.000000,15.000000,0.238770,0.006335,0.477541,0,0.243678,0.002337,0.784339
8,10.144954,14.834101,0.304383,0.006117,0.588757,1,0.285404,0.000990,0.381640
10,10.028788,14.946668,0.297750,0.007254,0.548181,1,0.293525,0.001813,0.484238
11,10.117698,14.851431,0.303818,0.005937,0.562102,1,0.288356,0.000801,0.337154
12,10.077681,14.885389,0.314423,0.006960,0.572727,1,0.300516,0.001055,0.355521
13,10.136988,14.838778,0.284770,0.005786,0.559389,1,0.275224,0.001084,0.428619
14,9.965023,15.100275,0.264283,0.006459,0.474270,1,0.277150,0.000957,0.397934
15,10.128844,14.843918,0.257526,0.005376,0.532685,1,0.250600,0.000915,0.474789
16,10.000000,15.000000,0.198213,0.004365,0.396426,0,0.186389,0.002923,1.443516
17,10.101037,14.864193,0.203585,0.003688,0.419823,1,0.208949,0.000721,0.605009
18,10.125289,14.846189,0.235541,0.004570,0.488013,1,0.235759,0.000763,0.490407
19,10.000000,15.000000,0.176424,0.003458,0.352848,0,0.180567,0.007740,2.252055
21,10.146194,14.833429,0.254803,0.004379,0.497696,1,0.249692,0.000685,0.415197
22,10.052553,14.913430,0.268790,0.005300,0.483356,1,0.266010,0.000691,0.367858
23,10.082714,14.880404,0.216059,0.004530,0.457715,1,0.215043,0.000766,0.588902
24,10.000000,15.000000,0.235272,0.006150,0.470545,0,0.298768,0.004423,0.711416
26,10.121338,14.848909,0.274681,0.004899,0.511864,1,0.269188,0.000686,0.358180
28,10.086628,14.876759,0.288545,0.006421,0.547457,1,0.276201,0.001621,0.516936
30,9.942472,15.224319,0.270604,0.007322,0.497178,1,0.301962,0.001824,0.459381
31,10.045299,14.922764,0.185489,0.003541,0.385514,1,0.184648,0.000750,0.786400
1,10.407247,14.636848,0.292485,0.002440,0.567388,2,0.285395,0.000333,0.223201
2,10.162879,14.824710,0.217407,0.003216,0.445699,1,0.215080,0.000785,0.595849
3,10.320339,14.673845,0.246582,0.002796,0.510261,2,0.244913,0.000569,0.394042
4,10.425217,14.629391,0.262028,0.002073,0.528888,2,0.262047,0.000301,0.251731
5,10.152108,14.830130,0.252048,0.003952,0.483711,1,0.260624,0.001065,0.473091
6,10.266768,14.718309,0.215144,0.002374,0.450971,2,0.218731,0.000434,0.431511
7,10.165277,14.823503,0.240838,0.003669,0.477541,1,0.244520,0.000943,0.505782
8,10.404905,14.635268,0.293763,0.002755,0.588757,2,0.283939,0.000423,0.253694
9,10.000000,15.000000,0.203047,0.004581,0.406094,0,0.233425,0.002853,0.933778
10,10.230608,14.757133,0.295701,0.003739,0.548181,2,0.288769,0.000775,0.330741
11,10.372950,14.652401,0.295011,0.002598,0.562102,2,0.285385,0.000338,0.224926
12,10.311270,14.689186,0.306807,0.003182,0.572727,2,0.294103,0.000454,0.245098
13,10.391551,14.640611,0.279574,0.002652,0.559389,2,0.274222,0.000461,0.283872
14,10.147443,14.913455,0.270884,0.003176,0.474270,2,0.269448,0.000405,0.275581
15,10.382547,14.645626,0.253705,0.002418,0.532685,2,0.253753,0.000381,0.301433
16,10.134138,14.840506,0.194316,0.002939,0.396426,1,0.190153,0.001049,0.871157
17,10.334303,14.669118,0.206416,0.001747,0.419823,2,0.216837,0.000282,0.355303
18,10.378523,14.647853,0.235661,0.002043,0.488013,2,0.240738,0.000310,0.302391
19,10.053372,14.912457,0.177025,0.002957,0.352848,1,0.174735,0.002291,1.465055
21,10.414306,14.633362,0.251905,0.001901,0.497696,2,0.252023,0.000276,0.260368
22,10.281245,14.717194,0.267249,0.002363,0.483356,2,0.262771,0.000282,0.242419
23,10.314808,14.684803,0.215512,0.002090,0.457715,2,0.222064,0.000306,0.352469
24,10.082640,14.880460,0.253792,0.004697,0.470545,1,0.283655,0.001785,0.513993
26,10.381743,14.649112,0.271549,0.002111,0.511864,2,0.268191,0.000281,0.232069
27,10.000000,15.000000,0.210979,0.004946,0.421959,0,0.284111,0.003493,0.702994
29,10.000000,15.000000,0.200785,0.004479,0.401570,0,0.291040,0.003786,0.696559
30,10.093676,15.049605,0.284714,0.004182,0.497178,2,0.289402,0.000780,0.330388
31,10.254880,14.731604,0.185064,0.001752,0.385514,2,0.193211,0.000287,0.450438
1,10.829608,14.445663,0.287796,0.000833,0.567388,3,0.290819,0.000188,0.161661
2,10.434523,14.624744,0.216176,0.001516,0.445699,2,0.231525,0.000435,0.385807
3,10.673211,14.475782,0.245595,0.001143,0.510261,3,0.258541,0.000323,0.267559
4,10.853694,14.439450,0.262041,0.000706,0.528888,3,0.272016,0.000166,0.173982
5,10.410771,14.631811,0.256435,0.001941,0.483711,2,0.268891,0.000604,0.336999
6,10.605914,14.518064,0.217275,0.000965,0.450971,3,0.233351,0.000241,0.283842
7,10.436027,14.623747,0.242764,0.001752,0.477541,2,0.259136,0.000532,0.340820
8,10.814449,14.442848,0.287420,0.000990,0.588757,3,0.291380,0.000242,0.182811
9,10.123492,14.847396,0.213169,0.003142,0.406094,1,0.241236,0.001476,0.644208
10,10.552926,14.555680,0.291728,0.001603,0.548181,3,0.294780,0.000450,0.242821
11,10.779076,14.458631,0.288687,0.000905,0.562102,3,0.289579,0.000191,0.164420
12,10.682855,14.491093,0.298777,0.001196,0.572727,3,0.296314,0.000262,0.183727
13,10.790258,14.446868,0.276207,0.000987,0.559389,3,0.283400,0.000264,0.201741
14,10.457904,14.707422,0.270015,0.001253,0.474270,3,0.267412,0.000229,0.211172
15,10.784027,14.451784,0.253736,0.000872,0.532685,3,0.266619,0.000215,0.205495
16,10.366183,14.646994,0.192382,0.001576,0.396426,2,0.208250,0.000558,0.537840
17,10.698445,14.471686,0.212860,0.000683,0.419823,3,0.230645,0.000151,0.230173
18,10.777735,14.453753,0.238917,0.000737,0.488013,3,0.253216,0.000171,0.203151
19,10.205143,14.745570,0.176294,0.002013,0.352848,2,0.192173,0.001099,0.872367
21,10.836549,14.442382,0.251983,0.000653,0.497696,3,0.260586,0.000149,0.179446
22,10.654528,14.517867,0.264357,0.000840,0.483356,3,0.264675,0.000154,0.176958
23,10.685704,14.486854,0.219639,0.000780,0.457715,3,0.237237,0.000166,0.228385
24,10.269433,14.698953,0.266687,0.002782,0.470545,2,0.284301,0.001008,0.388029
25,10.000000,15.000000,0.188311,0.003940,0.376623,0,0.216772,0.002568,1.025114
26,10.795777,14.456334,0.269335,0.000721,0.511864,3,0.273775,0.000153,0.164952
27,10.054255,14.911272,0.231161,0.004039,0.421959,1,0.280716,0.001889,0.538903
29,10.012134,14.975382,0.221222,0.004047,0.401570,1,0.283768,0.002063,0.550290
30,10.361469,14.844033,0.287295,0.001883,0.497178,3,0.287911,0.000452,0.254967
31,10.589862,14.530867,0.189964,0.000709,0.385514,3,0.208818,0.000151,0.281187
0,10.000000,15.000000,0.195158,0.004232,0.390315,0,0.296718,0.003509,0.647934
1,11.425763,14.298411,0.289870,0.000262,0.567388,4,0.293384,0.000123,0.128724
2,10.817263,14.431352,0.224884,0.000684,0.445699,3,0.249200,0.000290,0.273035
3,11.158891,14.301858,0.253543,0.000458,0.510261,4,0.271421,0.000217,0.199330
4,11.437170,14.289551,0.268783,0.000238,0.528888,4,0.277073,0.000107,0.134721
5,10.785558,14.437346,0.263326,0.000885,0.483711,3,0.282836,0.000410,0.251826
6,11.064132,14.337821,0.227216,0.000398,0.450971,4,0.245575,0.000158,0.208110
7,10.815969,14.430283,0.251912,0.000804,0.477541,3,0.275165,0.000360,0.249509
8,11.392796,14.291016,0.290069,0.000329,0.588757,4,0.296480,0.000162,0.144533
9,10.313007,14.666481,0.224604,0.001949,0.406094,2,0.266465,0.000967,0.432205
10,11.021100,14.375067,0.293581,0.000631,0.548181,4,0.301958,0.000307,0.191602
11,11.362052,14.307053,0.289302,0.000281,0.562102,4,0.290716,0.000125,0.132241
12,11.224926,14.327891,0.297131,0.000397,0.572727,4,0.297536,0.000176,0.149366
13,11.345589,14.289215,0.280871,0.000352,0.559389,4,0.291566,0.000177,0.156339
14,10.928086,14.522503,0.268305,0.000431,0.474270,4,0.263619,0.000151,0.176413
15,11.328508,14.291599,0.262180,0.000317,0.532685,4,0.275775,0.000142,0.156237
16,10.691434,14.450992,0.200532,0.000795,0.396426,3,0.229907,0.000367,0.360042
17,11.169521,14.296094,0.224224,0.000283,0.419823,4,0.237222,0.000095,0.172456
18,11.311426,14.291165,0.248339,0.000272,0.488013,4,0.260721,0.000110,0.153853
19,10.429397,14.557689,0.182729,0.001222,0.352848,3,0.222130,0.000697,0.527670
21,11.417382,14.291535,0.257824,0.000216,0.497696,4,0.264337,0.000094,0.138631
22,11.203012,14.355110,0.264577,0.000260,0.483356,4,0.263374,0.000098,0.142571
23,11.172717,14.313242,0.231072,0.000309,0.457715,4,0.245406,0.000106,0.170693
24,10.558519,14.502004,0.275370,0.001447,0.470545,3,0.292403,0.000683,0.303168
25,10.121034,14.849065,0.197590,0.002729,0.376623,1,0.252487,0.001575,0.607883
26,11.381579,14.305770,0.272396,0.000226,0.511864,4,0.275458,0.000098,0.130090
27,10.180773,14.759269,0.249566,0.002821,0.421959,2,0.292103,0.001255,0.409218
29,10.091656,14.859427,0.241883,0.003139,0.401570,2,0.286769,0.001365,0.442003
30,10.767346,14.646507,0.287664,0.000757,0.497178,4,0.288640,0.000306,0.209150
31,11.017838,14.346361,0.201718,0.000311,0.385514,4,0.216154,0.000094,0.207339
0,9.986019,15.033525,0.216109,0.004083,0.390315,1,0.313052,0.002493,0.497148
1,12.156468,14.199211,0.292024,0.000102,0.567388,5,0.296653,0.000088,0.106473
2,11.246229,14.253638,0.237844,0.000373,0.445699,4,0.254666,0.000211,0.223500
3,11.723039,14.154634,0.263595,0.000222,0.510261,5,0.276787,0.000159,0.164099
4,12.145479,14.183787,0.273877,0.000095,0.528888,5,0.281121,0.000075,0.109738
5,11.246677,14.262691,0.273669,0.000447,0.483711,4,0.291128,0.000305,0.205297
6,11.596911,14.182072,0.237891,0.000193,0.450971,5,0.249916,0.000113,0.170212
7,11.262490,14.254517,0.264251,0.000423,0.477541,4,0.281728,0.000266,0.204917
8,12.097705,14.183679,0.293893,0.000135,0.588757,5,0.300897,0.000118,0.119878
9,10.511746,14.490309,0.241662,0.001341,0.406094,3,0.275604,0.000706,0.346681
10,11.614204,14.231237,0.298316,0.000279,0.548181,5,0.308461,0.000229,0.158783
11,12.086705,14.205187,0.290181,0.000107,0.562102,5,0.294119,0.000090,0.109321
12,11.911708,14.212781,0.297379,0.000154,0.572727,5,0.302001,0.000129,0.124153
13,12.011076,14.170032,0.287083,0.000153,0.559389,5,0.296549,0.000130,0.129338
14,11.550301,14.382656,0.265346,0.000160,0.474270,5,0.267328,0.000109,0.145579
15,11.974851,14.166946,0.270307,0.000138,0.532685,5,0.280356,0.000102,0.128295
16,11.022349,14.266258,0.214662,0.000497,0.396426,4,0.235679,0.000266,0.291978
17,11.766856,14.156696,0.232442,0.000117,0.419823,5,0.242210,0.000065,0.136893
18,11.958808,14.166567,0.255977,0.000113,0.488013,5,0.265542,0.000077,0.124330
19,10.619660,14.389062,0.197926,0.000901,0.352848,4,0.228296,0.000498,0.424033
21,12.130836,14.187040,0.261881,0.000084,0.497696,5,0.268371,0.000065,0.111559
22,11.904684,14.243890,0.263801,0.000092,0.483356,5,0.266202,0.000068,0.116122
23,11.774406,14.174685,0.240089,0.000129,0.457715,5,0.249708,0.000074,0.137657
24,10.946241,14.314039,0.283871,0.000751,0.470545,4,0.302952,0.000511,0.244887
25,10.222639,14.717467,0.215823,0.002125,0.376623,2,0.262148,0.001123,0.479973
26,12.108463,14.204829,0.274317,0.000085,0.511864,5,0.278514,0.000068,0.105984
27,10.360825,14.585057,0.267024,0.001873,0.421959,3,0.306639,0.000933,0.321712
29,10.239302,14.696585,0.259544,0.002145,0.401570,3,0.303216,0.001016,0.342945
30,11.314573,14.483734,0.288232,0.000317,0.497178,5,0.294527,0.000227,0.173275
31,11.564599,14.192420,0.210798,0.000134,0.385514,5,0.221221,0.000064,0.163342
0,9.976730,15.055216,0.239243,0.003966,0.390315,2,0.295648,0.001926,0.491479
1,12.958354,14.129486,0.294336,0.000051,0.567388,6,0.288168,0.000066,0.098037
2,11.791228,14.104641,0.246644,0.000195,0.445699,5,0.248075,0.000163,0.206866
3,12.383287,14.040305,0.270306,0.000115,0.510261,6,0.269604,0.000122,0.151954
4,12.926929,14.107758,0.277600,0.000047,0.528888,6,0.273672,0.000056,0.099920
5,11.790030,14.113256,0.282170,0.000245,0.483711,5,0.281548,0.000238,0.193920
6,12.248959,14.063740,0.244468,0.000094,0.450971,6,0.243921,0.000086,0.155608
7,11.809900,14.106262,0.273061,0.000227,0.477541,5,0.273530,0.000207,0.191901
8,12.872292,14.105185,0.297323,0.000070,0.588757,6,0.292850,0.000091,0.110933
9,10.780432,14.305895,0.256385,0.000870,0.406094,4,0.265770,0.000549,0.329239
10,12.286224,14.117845,0.303198,0.000148,0.548181,6,0.299554,0.000179,0.148974
11,12.886369,14.134238,0.292168,0.000053,0.562102,6,0.285937,0.000068,0.100530
12,12.679172,14.130337,0.299689,0.000078,0.572727,6,0.293600,0.000099,0.115264
13,12.750022,14.080257,0.291723,0.000080,0.559389,6,0.288378,0.000100,0.120033
14,12.283898,14.284924,0.266412,0.000074,0.474270,6,0.259449,0.000082,0.134441
15,12.709390,14.075581,0.275524,0.000069,0.532685,6,0.272663,0.000077,0.118201
16,11.464114,14.096897,0.225185,0.000282,0.396426,5,0.229312,0.000204,0.270321
17,12.463649,14.052607,0.238024,0.000054,0.419823,6,0.235048,0.000047,0.123952
18,12.692749,14.074916,0.261120,0.000055,0.488013,6,0.258260,0.000057,0.113342
19,10.891967,14.208546,0.210963,0.000599,0.352848,5,0.220930,0.000380,0.396535
21,12.915922,14.111999,0.265260,0.000041,0.497696,6,0.261158,0.000047,0.100708
22,12.697176,14.169001,0.265083,0.000043,0.483356,6,0.258759,0.000050,0.105292
23,12.486642,14.074840,0.245565,0.000059,0.457715,6,0.243255,0.000055,0.124692
24,11.408137,14.144790,0.292704,0.000426,0.470545,5,0.291914,0.000399,0.233410
25,10.370921,14.559698,0.233043,0.001560,0.376623,3,0.250942,0.000864,0.460626
26,12.910935,14.134919,0.276485,0.000041,0.511864,6,0.271137,0.000050,0.095943
27,10.586535,14.403665,0.283696,0.001247,0.421959,4,0.292783,0.000726,0.311697
29,10.420099,14.524579,0.277172,0.001491,0.401570,4,0.287522,0.000783,0.335350
30,11.961354,14.356805,0.291402,0.000159,0.497178,6,0.285053,0.000176,0.163008
31,12.222208,14.074988,0.216937,0.000061,0.385514,6,0.214829,0.000046,0.147335
0,10.065319,14.928943,0.258472,0.002974,0.390315,3,0.284596,0.001554,0.477730
2,12.484103,14.000257,0.247335,0.000101,0.445699,6,0.241221,0.000131,0.196223
3,13.158905,13.965376,0.269992,0.000064,0.510261,7,0.262582,0.000098,0.143703
4,13.770068,14.055991,0.275900,0.000027,0.528888,7,0.266638,0.000044,0.092871
5,12.466206,14.004298,0.281892,0.000136,0.483711,6,0.273683,0.000193,0.185074
6,13.026174,13.988076,0.244205,0.000049,0.450971,7,0.237606,0.000068,0.145920
7,12.496728,14.000437,0.273278,0.000122,0.477541,6,0.265631,0.000168,0.183294
8,13.700124,14.048478,0.295495,0.000041,0.588757,7,0.285681,0.000073,0.104346
9,11.207446,14.129371,0.260749,0.000472,0.406094,5,0.257750,0.000447,0.316036
10,13.038507,14.034800,0.301697,0.000087,0.548181,7,0.292146,0.000146,0.141388
11,13.713685,14.077306,0.289591,0.000032,0.562102,7,0.279748,0.000053,0.093338
12,13.486043,14.066097,0.297192,0.000046,0.572727,7,0.287314,0.000079,0.107903
13,13.564641,14.019058,0.290328,0.000047,0.559389,7,0.281119,0.000080,0.113225
14,13.052958,14.205552,0.263378,0.000043,0.474270,7,0.254037,0.000065,0.124648
15,13.532931,14.016800,0.274257,0.000039,0.532685,7,0.265295,0.000061,0.111172
16,12.075727,13.967791,0.227224,0.000143,0.396426,6,0.222863,0.000163,0.256376
17,13.274269,13.988550,0.236539,0.000027,0.419823,7,0.228441,0.000036,0.114489
18,13.521824,14.017746,0.259799,0.000030,0.488013,7,0.250987,0.000044,0.105788
19,11.331111,14.037188,0.215634,0.000325,0.352848,6,0.214469,0.000305,0.377394
21,13.758544,14.059962,0.263457,0.000023,0.497696,7,0.254689,0.000036,0.092612
22,13.510773,14.106654,0.262335,0.000025,0.483356,7,0.252965,0.000038,0.096533
23,13.304984,14.013179,0.244438,0.000030,0.457715,7,0.236646,0.000042,0.115823
24,11.995505,14.008705,0.292361,0.000241,0.470545,6,0.283524,0.000325,0.223238
25,10.655220,14.368514,0.240766,0.000916,0.376623,4,0.243425,0.000702,0.441970
26,13.746264,14.080563,0.274200,0.000024,0.511864,7,0.264958,0.000038,0.088179
27,10.967919,14.217779,0.287899,0.000677,0.421959,5,0.283097,0.000588,0.300306
29,10.753701,14.331916,0.281935,0.000814,0.401570,5,0.275742,0.000625,0.326044
30,12.674253,14.257452,0.288710,0.000092,0.497178,7,0.278457,0.000143,0.153673
31,13.014578,14.003609,0.215830,0.000029,0.385514,7,0.207683,0.000035,0.137151
0,10.247048,14.748138,0.268618,0.001890,0.390315,4,0.286469,0.001302,0.432861
2,13.219420,13.915125,0.244927,0.000062,0.445699,7,0.244092,0.000110,0.175847
3,13.947033,13.899824,0.267290,0.000041,0.510261,8,0.264271,0.000083,0.130210
4,14.565368,13.995465,0.272609,0.000018,0.528888,8,0.266587,0.000036,0.083835
5,13.174885,13.911954,0.278860,0.000087,0.483711,7,0.275094,0.000164,0.169064
6,13.817258,13.922345,0.241650,0.000030,0.450971,8,0.239533,0.000056,0.130679
7,13.217909,13.911675,0.270382,0.000077,0.477541,7,0.267943,0.000143,0.166094
8,14.504198,13.989935,0.292168,0.000028,0.588757,8,0.285198,0.000061,0.095860
9,11.727098,13.976765,0.259504,0.000276,0.406094,6,0.261538,0.000378,0.282823
10,13.798432,13.960407,0.298427,0.000058,0.548181,8,0.292264,0.000125,0.130530
11,14.509454,14.016535,0.286188,0.000022,0.562102,8,0.278068,0.000044,0.085816
12,14.280792,14.003779,0.293814,0.000031,0.572727,8,0.285965,0.000067,0.099859
13,14.364883,13.958908,0.287160,0.000032,0.559389,8,0.281623,0.000067,0.103474
14,13.818056,14.131469,0.259973,0.000028,0.474270,8,0.251622,0.000054,0.115499
15,14.333437,13.956521,0.271031,0.000025,0.532685,8,0.266029,0.000051,0.100715
16,12.757030,13.864845,0.225424,0.000084,0.396426,7,0.226899,0.000137,0.226706
17,14.049462,13.920151,0.233314,0.000017,0.419823,8,0.229447,0.000028,0.101170
18,14.311503,13.954557,0.256518,0.000020,0.488013,8,0.251763,0.000036,0.094804
19,11.870774,13.891584,0.215142,0.000188,0.352848,7,0.219236,0.000255,0.330525
21,14.551132,13.998649,0.260273,0.000016,0.497696,8,0.254419,0.000029,0.082965
22,14.280378,14.037597,0.258927,0.000017,0.483356,8,0.250945,0.000031,0.087858
23,14.102167,13.950744,0.241397,0.000019,0.457715,8,0.238619,0.000034,0.102451
24,12.628802,13.892694,0.289110,0.000154,0.470545,7,0.283933,0.000277,0.205898
25,11.039859,14.184964,0.241872,0.000536,0.376623,5,0.247779,0.000587,0.390764
26,14.532377,14.017406,0.270909,0.000016,0.511864,8,0.263800,0.000031,0.079806
27,11.440034,14.051845,0.285885,0.000394,0.421959,6,0.284529,0.000502,0.275032
29,11.179666,14.154247,0.279279,0.000467,0.401570,6,0.275803,0.000532,0.301171
30,13.400230,14.169417,0.285076,0.000061,0.497178,8,0.276488,0.000121,0.143432
31,13.768693,13.927737,0.212468,0.000018,0.385514,8,0.208950,0.000028,0.120415
0,10.497970,14.555298,0.275443,0.001193,0.390315,5,0.275996,0.001100,0.429319
2,14.009147,13.850718,0.244649,0.000041,0.445699,8,0.241826,0.000094,0.165794
3,14.785848,13.852509,0.266342,0.000028,0.510261,9,0.261512,0.000071,0.123202
4,15.428250,13.956536,0.270661,0.000012,0.528888,9,0.262492,0.000030,0.078963
5,13.938416,13.840334,0.277667,0.000059,0.483711,8,0.270074,0.000142,0.162875
6,14.664498,13.876649,0.240946,0.000020,0.450971,9,0.237648,0.000048,0.122151
7,13.995464,13.844028,0.269595,0.000052,0.477541,8,0.264702,0.000123,0.158130
8,15.356211,13.947959,0.290071,0.000020,0.588757,9,0.280664,0.000052,0.091537
9,12.311564,13.846861,0.260226,0.000178,0.406094,7,0.257096,0.000324,0.271111
10,14.605769,13.903722,0.296590,0.000041,0.548181,9,0.286995,0.000108,0.125979
11,15.343904,13.969981,0.283669,0.000015,0.562102,9,0.273402,0.000037,0.081602
12,15.114651,13.956132,0.291449,0.000022,0.572727,9,0.280936,0.000057,0.095805
14,14.612889,14.070642,0.257294,0.000020,0.474270,9,0.246537,0.000045,0.110579
15,15.195863,13.916810,0.269438,0.000017,0.532685,9,0.262811,0.000043,0.095031
16,13.492633,13.783147,0.225935,0.000055,0.396426,8,0.225436,0.000117,0.212245
17,14.912966,13.879896,0.231921,0.000011,0.419823,9,0.226866,0.000023,0.093490
18,15.177754,13.915844,0.254923,0.000013,0.488013,9,0.248873,0.000030,0.088564
19,12.470375,13.767909,0.216616,0.000121,0.352848,8,0.217606,0.000217,0.309471
21,15.412216,13.959220,0.258319,0.000011,0.497696,9,0.250917,0.000024,0.077295
22,15.087818,13.983009,0.256276,0.000012,0.483356,9,0.246465,0.000025,0.082674
23,14.977822,13.913923,0.240435,0.000013,0.457715,9,0.236860,0.000028,0.094700
24,13.318184,13.798031,0.287468,0.000106,0.470545,8,0.277453,0.000240,0.200511
25,11.493262,14.018585,0.244056,0.000339,0.376623,6,0.242809,0.000496,0.374607
26,15.372469,13.972325,0.268586,0.000011,0.511864,9,0.259784,0.000026,0.074831
27,11.982410,13.908336,0.285396,0.000252,0.421959,7,0.276745,0.000432,0.269768
29,11.680470,13.997624,0.277980,0.000293,0.401570,7,0.266893,0.000456,0.297905
30,14.166669,14.098387,0.282425,0.000043,0.497178,9,0.270184,0.000104,0.139310
31,14.622846,13.883686,0.211149,0.000011,0.385514,9,0.206922,0.000022,0.110598
0,10.829451,14.364056,0.275645,0.000758,0.390315,6,0.270098,0.000957,0.418571
2,14.821930,13.797093,0.243845,0.000029,0.445699,9,0.238630,0.000083,0.159390
3,15.634505,13.811234,0.265036,0.000021,0.510261,10,0.258580,0.000063,0.118152
4,16.249123,13.910642,0.268379,0.000009,0.528888,10,0.258941,0.000025,0.075058
5,14.709080,13.775940,0.275600,0.000044,0.483711,9,0.266271,0.000125,0.157479
6,15.526119,13.838169,0.240005,0.000015,0.450971,10,0.234742,0.000041,0.116543
7,14.791214,13.786083,0.268242,0.000038,0.477541,9,0.261180,0.000109,0.152635
8,16.179350,13.902328,0.287618,0.000015,0.588757,10,0.277332,0.000046,0.087777
9,12.943429,13.736112,0.259266,0.000124,0.406094,8,0.253316,0.000286,0.262264
10,15.402078,13.848751,0.294120,0.000031,0.548181,10,0.283368,0.000096,0.121670
11,16.117596,13.913118,0.280912,0.000012,0.562102,10,0.270328,0.000032,0.077704
12,15.909286,13.902880,0.288711,0.000017,0.572727,10,0.277940,0.000050,0.091759
14,15.344929,13.999978,0.254329,0.000015,0.474270,10,0.243749,0.000039,0.105236
15,16.052668,13.878751,0.267615,0.000013,0.532685,10,0.259501,0.000037,0.090857
16,14.263753,13.716417,0.225787,0.000039,0.396426,9,0.222664,0.000102,0.203493
17,15.773120,13.841850,0.230357,0.000008,0.419823,10,0.224080,0.000019,0.087746
18,16.037226,13.878453,0.253173,0.000009,0.488013,10,0.245542,0.000026,0.084093
19,13.123896,13.664504,0.216925,0.000083,0.352848,9,0.214961,0.000189,0.296673
21,16.238539,13.914534,0.256170,0.000008,0.497696,10,0.248085,0.000020,0.072623
22,15.799724,13.911721,0.253463,0.000009,0.483356,10,0.243708,0.000021,0.077757
23,15.863358,13.882451,0.239372,0.000009,0.457715,10,0.234511,0.000024,0.089146
24,14.016292,13.712413,0.284731,0.000078,0.470545,9,0.273294,0.000212,0.194268
25,12.011748,13.872246,0.243646,0.000228,0.376623,7,0.238769,0.000435,0.362895
26,16.153072,13.917038,0.266087,0.000009,0.511864,10,0.256919,0.000022,0.070498
27,12.561282,13.781762,0.282718,0.000175,0.421959,8,0.271573,0.000379,0.262581
29,12.214582,13.857221,0.274431,0.000202,0.401570,8,0.261639,0.000398,0.289722
30,14.898638,14.024611,0.279179,0.000033,0.497178,10,0.267348,0.000092,0.133703
31,15.485364,13.845342,0.209794,0.000008,0.385514,10,0.203804,0.000019,0.104029
0,11.217496,14.184637,0.273837,0.000512,0.390315,7,0.263219,0.000846,0.414876
2,15.641418,13.749078,0.242555,0.000022,0.445699,10,0.235332,0.000074,0.154762
3,16.482227,13.772822,0.263507,0.000016,0.510261,11,0.255320,0.000056,0.114606
4,17.003153,13.854422,0.266042,0.000007,0.528888,11,0.255421,0.000022,0.072092
5,15.481557,13.716609,0.273374,0.000034,0.483711,10,0.262150,0.000112,0.153949
6,16.383593,13.801563,0.238696,0.000011,0.450971,11,0.231803,0.000036,0.112305
7,15.591378,13.733449,0.266541,0.000029,0.477541,10,0.257299,0.000098,0.148993
8,16.979464,13.855069,0.285229,0.000012,0.588757,11,0.273819,0.000041,0.085081
9,13.604150,13.639436,0.257687,0.000091,0.406094,9,0.249033,0.000256,0.256899
10,16.192789,13.796485,0.291668,0.000024,0.548181,11,0.279618,0.000086,0.118673
