id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise
216,11.964834,14.366197,0.018737,0.000067,1.000000,4,0.018616,0.000018,11.705797,4.871713
208,27.473656,14.239855,0.025100,0.000000,1.000000,20,0.025273,0.000001,1.870912,0.332255
210,27.287851,14.218857,0.024672,0.000000,1.000000,20,0.024872,0.000001,1.901568,0.388820
211,26.685068,14.281753,0.019736,0.000000,1.000000,19,0.019713,0.000001,2.770510,0.841500
213,12.910941,14.341120,0.020164,0.000014,1.000000,5,0.020465,0.000012,7.967203,2.571401
214,12.917921,14.342881,0.022185,0.000014,1.000000,5,0.022426,0.000011,6.567604,1.295031
215,13.362181,14.264318,0.024636,0.000011,1.000000,6,0.024530,0.000012,5.685993,0.390466
216,12.886401,14.335921,0.018644,0.000016,1.000000,5,0.019018,0.000013,9.469686,4.102322
208,28.466814,14.238949,0.025122,0.000000,1.000000,21,0.025315,0.000001,1.789110,0.305808
210,28.280697,14.217770,0.024698,0.000000,1.000000,21,0.024854,0.000001,1.833375,0.385110
211,27.678871,14.280914,0.019733,0.000000,1.000000,20,0.019829,0.000001,2.616536,0.824284
213,13.868706,14.326040,0.020327,0.000007,1.000000,6,0.020258,0.000009,7.148492,2.275631
214,13.876546,14.328149,0.022315,0.000006,1.000000,6,0.022503,0.000009,5.749974,1.144994
215,14.323174,14.251065,0.024586,0.000006,1.000000,7,0.024712,0.000009,4.941646,0.250223
216,13.842532,14.320299,0.018849,0.000007,1.000000,6,0.018949,0.000009,8.342129,3.682296
208,29.460457,14.238185,0.025145,0.000000,1.000000,22,0.025281,0.000001,1.725888,0.325471
210,29.274263,14.216929,0.024717,0.000000,1.000000,22,0.024867,0.000001,1.750841,0.372399
211,28.672937,14.280107,0.019746,0.000000,1.000000,21,0.019760,0.000001,2.520475,0.746937
213,14.837516,14.315807,0.020298,0.000004,1.000000,7,0.020585,0.000007,6.091543,2.014084
214,14.845792,14.318071,0.022393,0.000004,1.000000,7,0.022669,0.000007,4.995478,0.982463
215,15.293049,14.241692,0.024634,0.000004,1.000000,8,0.024711,0.000007,4.385771,0.361422
216,14.810437,14.309805,0.018891,0.000004,1.000000,7,0.019258,0.000007,7.100847,3.205613
208,30.454891,14.237681,0.025161,0.000000,1.000000,23,0.025340,0.000001,1.656923,0.289894
210,30.268202,14.216164,0.024735,0.000000,1.000000,23,0.024900,0.000001,1.690886,0.360306
211,29.667429,14.279427,0.019747,0.000000,1.000000,22,0.019846,0.000001,2.399269,0.752426
213,15.812673,14.308336,0.020400,0.000002,1.000000,8,0.020389,0.000006,5.628282,1.851346
214,15.821208,14.310668,0.022490,0.000002,1.000000,8,0.022551,0.000006,4.591638,0.924211
215,16.268486,14.234610,0.024660,0.000002,1.000000,9,0.024795,0.000006,3.963980,0.228398
216,15.784781,14.302034,0.019023,0.000003,1.000000,8,0.019144,0.000006,6.485195,2.980213
208,31.449324,14.237108,0.025181,0.000000,1.000000,24,0.025340,0.000001,1.601989,0.291808
210,31.262291,14.215408,0.024753,0.000000,1.000000,24,0.024926,0.000001,1.628220,0.356367
211,30.661854,14.278708,0.019758,0.000000,1.000000,23,0.019785,0.000001,2.321867,0.710768
213,16.792015,14.302609,0.020397,0.000002,1.000000,9,0.020474,0.000005,5.071795,1.674992
214,16.800600,14.304905,0.022508,0.000002,1.000000,9,0.022662,0.000005,4.140451,0.819240
215,17.247702,14.229076,0.024698,0.000002,1.000000,10,0.024784,0.000005,3.629197,0.245346
216,16.763670,14.296186,0.019060,0.000002,1.000000,9,0.019174,0.000005,5.864670,2.707820
208,32.443645,14.236414,0.025198,0.000000,1.000000,25,0.025388,0.000001,1.544215,0.299649
210,32.256577,14.214673,0.024772,0.000000,1.000000,25,0.024982,0.000001,1.565231,0.356426
211,31.656492,14.278073,0.019761,0.000000,1.000000,24,0.019783,0.000001,2.235424,0.663444
213,17.774313,14.298020,0.020417,0.000001,1.000000,10,0.020632,0.000004,4.567460,1.507494
214,17.782993,14.300369,0.022549,0.000001,1.000000,10,0.022773,0.000004,3.758110,0.720066
215,18.229790,14.224653,0.024720,0.000001,1.000000,11,0.024832,0.000004,3.326382,0.270793
216,17.745663,14.291540,0.019091,0.000001,1.000000,10,0.019298,0.000004,5.286557,2.451475
208,33.438358,14.235845,0.025217,0.000000,1.000000,26,0.025430,0.000001,1.490659,0.286615
210,33.251816,14.214327,0.024793,0.000000,1.000000,26,0.024971,0.000001,1.521309,0.358075
211,32.651207,14.277464,0.019763,0.000000,1.000000,25,0.019855,0.000001,2.139901,0.647492
213,18.758957,14.294345,0.020470,0.000001,1.000000,11,0.020490,0.000003,4.291248,1.383607
214,18.767721,14.296750,0.022603,0.000001,1.000000,11,0.022757,0.000003,3.494916,0.653512
215,19.214287,14.221181,0.024746,0.000001,1.000000,12,0.024909,0.000004,3.072860,0.228583
216,18.730076,14.287814,0.019143,0.000001,1.000000,11,0.019103,0.000003,4.987387,2.294163
217,10.000000,15.000000,0.025067,0.027778,1.000000,0,0.024500,0.000503,24.217485,7.426708
218,10.000000,15.000000,0.020837,0.027778,1.000000,0,0.022022,0.000322,25.416454,5.873702
219,10.000000,15.000000,0.023050,0.027778,1.000000,0,0.022224,0.000399,26.462511,0.629757
220,10.000000,15.000000,0.023987,0.027778,1.000000,0,0.023399,0.000288,22.445084,1.625516
208,34.432922,14.235213,0.025237,0.000000,1.000000,27,0.025408,0.000001,1.447877,0.309499
210,34.246704,14.213817,0.024809,0.000000,1.000000,27,0.024976,0.000001,1.467707,0.364237
211,33.646038,14.276906,0.019770,0.000000,1.000000,26,0.019756,0.000001,2.084727,0.587081
213,19.745483,14.291350,0.020475,0.000001,1.000000,12,0.020686,0.000003,3.886174,1.239599
214,19.754133,14.293700,0.022637,0.000001,1.000000,12,0.022853,0.000003,3.203933,0.557424
215,20.200415,14.218244,0.024781,0.000001,1.000000,13,0.024892,0.000003,2.859092,0.295703
216,19.716516,14.284851,0.019134,0.000001,1.000000,12,0.019257,0.000003,4.526920,2.063911
217,10.211358,14.805569,0.024726,0.011063,1.000000,1,0.024607,0.000106,14.766330,5.240917
218,10.212385,14.805270,0.021556,0.010935,1.000000,1,0.022024,0.000082,16.272976,3.635022
219,10.211950,14.805398,0.022551,0.010990,1.000000,1,0.021646,0.000103,18.294044,1.106483
220,10.212593,14.805219,0.023630,0.010910,1.000000,1,0.023448,0.000081,14.517116,0.238695
208,35.428158,14.234834,0.025251,0.000000,1.000000,28,0.025449,0.000001,1.400837,0.304433
210,35.242245,14.213561,0.024823,0.000000,1.000000,28,0.025029,0.000001,1.423992,0.375420
211,34.640869,14.276337,0.019769,0.000000,1.000000,27,0.019834,0.000001,1.998739,0.566957
213,20.733534,14.288898,0.020518,0.000001,1.000000,13,0.020578,0.000002,3.677674,1.123407
214,20.741919,14.291084,0.022681,0.000001,1.000000,13,0.022847,0.000002,3.009389,0.490740
215,21.188030,14.215786,0.024803,0.000001,1.000000,14,0.024903,0.000003,2.683001,0.274842
216,20.704409,14.282333,0.019160,0.000001,1.000000,13,0.019177,0.000002,4.261891,1.914915
217,10.585714,14.602833,0.024641,0.003146,1.000000,2,0.024544,0.000059,11.703229,4.685418
218,10.589154,14.602698,0.021892,0.003078,1.000000,2,0.021861,0.000042,12.521039,3.296559
219,10.587521,14.602768,0.021903,0.003116,1.000000,2,0.022201,0.000047,12.824931,0.240131
220,10.589748,14.602644,0.023499,0.003068,1.000000,2,0.023714,0.000042,10.727609,0.760478
208,36.423153,14.234361,0.025267,0.000000,1.000000,29,0.025426,0.000001,1.362873,0.331210
210,36.237762,14.213293,0.024839,0.000000,1.000000,29,0.025029,0.000001,1.377313,0.386584
211,35.636383,14.276039,0.019774,0.000000,1.000000,28,0.019778,0.000001,1.942636,0.506044
213,21.722664,14.286727,0.020530,0.000000,1.000000,14,0.020681,0.000002,3.394801,1.004943
214,21.731112,14.289005,0.022713,0.000000,1.000000,14,0.022859,0.000002,2.806477,0.409002
215,22.176788,14.213680,0.024821,0.000001,1.000000,15,0.024844,0.000002,2.527119,0.332579
216,21.693604,14.280247,0.019163,0.000000,1.000000,14,0.019322,0.000002,3.911182,1.726352
217,11.175138,14.447400,0.024561,0.000564,1.000000,3,0.024240,0.000033,9.264880,3.887217
218,11.182651,14.448413,0.021866,0.000533,1.000000,3,0.021786,0.000024,9.911040,2.392905
219,11.178930,14.447906,0.022149,0.000546,1.000000,3,0.021911,0.000028,10.470058,0.500115
220,11.183743,14.448514,0.023677,0.000530,1.000000,3,0.023187,0.000025,8.915900,0.192653
208,37.418293,14.233932,0.025278,0.000000,1.000000,30,0.025453,0.000001,1.323005,0.350396
210,37.232670,14.212785,0.024852,0.000000,1.000000,30,0.025042,0.000001,1.336702,0.401521
211,36.631783,14.275689,0.019774,0.000000,1.000000,29,0.019781,0.000001,1.880389,0.457147
213,22.713020,14.284999,0.020557,0.000000,1.000000,15,0.020757,0.000002,3.166587,0.893031
214,22.721298,14.287205,0.022739,0.000000,1.000000,15,0.022876,0.000002,2.637793,0.335229
215,23.166582,14.211874,0.024825,0.000000,1.000000,16,0.024845,0.000002,2.385148,0.367531
216,22.683727,14.278411,0.019192,0.000000,1.000000,15,0.019357,0.000002,3.657457,1.572023
217,11.973860,14.367233,0.024280,0.000070,1.000000,4,0.024395,0.000022,7.599128,3.431501
218,11.987329,14.370409,0.021795,0.000059,1.000000,4,0.021787,0.000016,8.222000,1.924667
219,11.980927,14.368917,0.021939,0.000064,1.000000,4,0.021923,0.000019,8.691596,0.581152
220,11.988662,14.370604,0.023242,0.000060,1.000000,4,0.023012,0.000017,7.544770,0.028368
208,38.413902,14.233677,0.025290,0.000000,1.000000,31,0.025487,0.000001,1.286305,0.355344
210,38.227913,14.212398,0.024865,0.000000,1.000000,31,0.025022,0.000001,1.307440,0.412641
211,37.626785,14.275184,0.019774,0.000000,1.000000,30,0.019829,0.000001,1.815689,0.432271
213,23.704058,14.283427,0.020591,0.000000,1.000000,16,0.020727,0.000002,3.008705,0.806037
214,23.712469,14.285727,0.022762,0.000000,1.000000,16,0.022827,0.000002,2.515350,0.283992
215,24.157463,14.210444,0.024828,0.000000,1.000000,17,0.024909,0.000002,2.256360,0.368633
216,23.674978,14.276977,0.019221,0.000000,1.000000,16,0.019248,0.000002,3.497242,1.466224
217,12.892359,14.335845,0.024366,0.000018,1.000000,5,0.024549,0.000017,6.599964,3.180733
218,12.913116,14.341768,0.021788,0.000014,1.000000,5,0.021715,0.000012,7.146343,1.722627
219,12.903335,14.338977,0.021927,0.000016,1.000000,5,0.021998,0.000014,7.425682,0.300547
220,12.913895,14.341749,0.023068,0.000014,1.000000,5,0.023230,0.000012,6.395188,0.106668
208,39.409107,14.233273,0.025302,0.000000,1.000000,32,0.025473,0.000001,1.254021,0.371637
210,39.222950,14.211927,0.024874,0.000000,1.000000,32,0.025034,0.000001,1.267846,0.416396
211,38.622665,14.275004,0.019778,0.000000,1.000000,31,0.019776,0.000001,1.769623,0.390674
213,24.696045,14.282175,0.020613,0.000000,1.000000,17,0.020791,0.000001,2.820511,0.733616
214,24.704197,14.284355,0.022772,0.000000,1.000000,17,0.022814,0.000002,2.378179,0.237092
215,25.148800,14.209071,0.024841,0.000000,1.000000,18,0.024793,0.000002,2.158118,0.398067
216,24.666904,14.275691,0.019225,0.000000,1.000000,17,0.019269,0.000002,3.290662,1.353664
217,13.843757,14.318542,0.024460,0.000009,1.000000,6,0.024346,0.000012,5.774979,2.832914
218,13.871138,14.326803,0.021749,0.000007,1.000000,6,0.021655,0.000009,6.229914,1.382264
219,13.858590,14.323036,0.021965,0.000007,1.000000,6,0.021925,0.000010,6.519890,0.529534
220,13.871138,14.326523,0.023154,0.000007,1.000000,6,0.023066,0.000009,5.645811,0.089231
208,40.403942,14.232734,0.025312,0.000000,1.000000,33,0.025475,0.000001,1.223962,0.372575
210,40.218784,14.211733,0.024884,0.000000,1.000000,33,0.025039,0.000001,1.239188,0.423311
211,39.617775,14.274540,0.019777,0.000000,1.000000,32,0.019784,0.000001,1.718269,0.371984
213,25.688873,14.281203,0.020640,0.000000,1.000000,18,0.020679,0.000001,2.715047,0.671861
214,25.696611,14.283173,0.022778,0.000000,1.000000,18,0.022792,0.000001,2.272929,0.198788
215,26.140913,14.207925,0.024834,0.000000,1.000000,19,0.024810,0.000002,2.059260,0.394459
216,25.659447,14.274550,0.019232,0.000000,1.000000,18,0.019205,0.000001,3.146966,1.267576
217,14.807516,14.306652,0.024412,0.000005,1.000000,7,0.024405,0.000010,5.205737,2.668108
218,14.840150,14.316669,0.021710,0.000004,1.000000,7,0.021574,0.000007,5.603402,1.253888
219,14.825407,14.312188,0.021948,0.000004,1.000000,7,0.022014,0.000008,5.762561,0.365184
220,14.839372,14.316102,0.023117,0.000004,1.000000,7,0.022997,0.000007,5.079609,0.046515
208,41.398563,14.232125,0.025322,0.000000,1.000000,34,0.025444,0.000001,1.197802,0.393708
210,41.213512,14.211160,0.024892,0.000000,1.000000,34,0.025051,0.000001,1.207490,0.440609
211,40.613789,14.274386,0.019778,0.000000,1.000000,33,0.019803,0.000001,1.666858,0.327525
213,26.681993,14.280212,0.020646,0.000000,1.000000,19,0.020663,0.000001,2.586977,0.590589
214,26.689548,14.282119,0.022780,0.000000,1.000000,19,0.022755,0.000001,2.172499,0.140176
215,27.133600,14.206931,0.024830,0.000000,1.000000,20,0.024799,0.000001,1.968786,0.428978
216,26.652546,14.273552,0.019228,0.000000,1.000000,19,0.019200,0.000001,2.991663,1.154821
217,15.778176,14.297839,0.024410,0.000003,1.000000,8,0.024246,0.000008,4.753366,2.528005
218,15.815241,14.309159,0.021662,0.000002,1.000000,8,0.021414,0.000006,5.110165,1.029295
219,15.798766,14.304171,0.021971,0.000003,1.000000,8,0.021960,0.000006,5.216838,0.460358
220,15.813812,14.308399,0.023076,0.000003,1.000000,8,0.023005,0.000006,4.569704,0.156540
208,42.394318,14.231890,0.025328,0.000000,1.000000,35,0.025423,0.000001,1.171839,0.417738
210,42.209339,14.210955,0.024901,0.000000,1.000000,35,0.025047,0.000001,1.178365,0.459763
211,41.610138,14.274346,0.019779,0.000000,1.000000,34,0.019798,0.000001,1.621863,0.280507
213,27.675531,14.279297,0.020648,0.000000,1.000000,20,0.020684,0.000001,2.460532,0.509023
214,27.683222,14.281317,0.022777,0.000000,1.000000,20,0.022751,0.000001,2.074223,0.080712
215,28.126528,14.205928,0.024826,0.000000,1.000000,21,0.024824,0.000001,1.880325,0.464677
216,27.646156,14.272679,0.019224,0.000000,1.000000,20,0.019216,0.000001,2.843094,1.044378
217,16.753647,14.291057,0.024361,0.000002,1.000000,9,0.024240,0.000007,4.322403,2.405229
218,16.794388,14.303319,0.021587,0.000002,1.000000,9,0.021456,0.000005,4.612844,0.820998
219,16.776573,14.298010,0.021968,0.000002,1.000000,9,0.022026,0.000005,4.714633,0.559949
220,16.792385,14.302372,0.023054,0.000002,1.000000,9,0.023052,0.000005,4.135358,0.263852
208,43.389137,14.231344,0.025333,0.000000,1.000000,36,0.025434,0.000001,1.145236,0.432554
210,43.205307,14.210788,0.024908,0.000000,1.000000,36,0.025041,0.000001,1.156197,0.482944
211,42.604843,14.273749,0.019780,0.000000,1.000000,35,0.019836,0.000001,1.573815,0.247934
213,28.669533,14.278499,0.020653,0.000000,1.000000,21,0.020578,0.000001,2.385457,0.430655
214,28.677071,14.280485,0.022773,0.000000,1.000000,21,0.022688,0.000001,2.004642,0.024744
215,29.119720,14.204944,0.024826,0.000000,1.000000,22,0.024892,0.000001,1.799055,0.482802
216,28.640074,14.271840,0.019223,0.000000,1.000000,21,0.019116,0.000001,2.750832,0.950876
217,17.732573,14.285598,0.024329,0.000002,1.000000,10,0.024206,0.000006,4.047517,2.376343
218,17.776718,14.298751,0.021552,0.000001,1.000000,10,0.021413,0.000004,4.263379,0.705092
219,17.757589,14.293110,0.021983,0.000001,1.000000,10,0.022198,0.000004,4.262681,0.492631
220,17.774193,14.297679,0.023054,0.000001,1.000000,10,0.023019,0.000004,3.821223,0.266860
208,44.385532,14.231305,0.025338,0.000000,1.000000,37,0.025445,0.000001,1.121159,0.461132
210,44.200768,14.210456,0.024914,0.000000,1.000000,37,0.025059,0.000001,1.128327,0.504416
211,43.601002,14.273632,0.019782,0.000000,1.000000,36,0.019813,0.000001,1.538130,0.195271
213,29.664225,14.277946,0.020644,0.000000,1.000000,22,0.020590,0.000001,2.281389,0.355623
214,29.671270,14.279739,0.022763,0.000000,1.000000,22,0.022708,0.000001,1.918784,0.034429
215,30.113598,14.204198,0.024834,0.000000,1.000000,23,0.024838,0.000001,1.738550,0.527915
216,29.634459,14.271141,0.019209,0.000000,1.000000,22,0.019119,0.000001,2.630617,0.847788
217,18.713930,14.281079,0.024300,0.000001,1.000000,11,0.024260,0.000005,3.718192,2.281949
218,18.761280,14.295023,0.021518,0.000001,1.000000,11,0.021424,0.000003,3.927616,0.519379
219,18.741070,14.289170,0.022035,0.000001,1.000000,11,0.022115,0.000004,3.985241,0.637373
220,18.758234,14.293809,0.023045,0.000001,1.000000,11,0.023011,0.000004,3.539294,0.395483
208,45.380909,14.230943,0.025343,0.000000,1.000000,38,0.025457,0.000001,1.097369,0.478277
210,45.196793,14.210300,0.024921,0.000000,1.000000,38,0.025055,0.000001,1.107667,0.527572
211,44.597084,14.273485,0.019784,0.000000,1.000000,37,0.019821,0.000001,1.499229,0.159366
213,30.658623,14.277215,0.020637,0.000000,1.000000,23,0.020542,0.000001,2.205797,0.282462
214,30.666054,14.279191,0.022757,0.000000,1.000000,23,0.022647,0.000001,1.859505,0.087134
215,31.107824,14.203525,0.024834,0.000000,1.000000,24,0.024861,0.000001,1.674682,0.550869
216,30.629040,14.270503,0.019199,0.000000,1.000000,23,0.019059,0.000001,2.542756,0.759522
217,19.697712,14.277513,0.024291,0.000001,1.000000,12,0.024232,0.000004,3.508800,2.259463
218,19.747665,14.291937,0.021497,0.000001,1.000000,12,0.021356,0.000003,3.682089,0.419089
219,19.726509,14.285934,0.022053,0.000001,1.000000,12,0.022197,0.000003,3.682067,0.608962
220,19.744226,14.290681,0.023038,0.000001,1.000000,12,0.023109,0.000003,3.272002,0.415075
208,46.376133,14.230535,0.025348,0.000000,1.000000,39,0.025484,0.000001,1.054062,0.519329
210,46.192268,14.209972,0.024927,0.000000,1.000000,39,0.025059,0.000001,1.064722,0.567358
211,45.591633,14.272857,0.019785,0.000000,1.000000,38,0.019794,0.000001,1.433667,0.078359
213,31.653559,14.276719,0.020628,0.000000,1.000000,24,0.020537,0.000001,2.045882,0.154481
214,31.661093,14.278746,0.022745,0.000000,1.000000,24,0.022702,0.000001,1.720949,0.184030
215,32.102383,14.202929,0.024837,0.000000,1.000000,25,0.024863,0.000001,1.564973,0.609398
216,31.623877,14.269976,0.019185,0.000000,1.000000,24,0.019023,0.000001,2.359499,0.592930
217,20.682934,14.274400,0.024280,0.000001,1.000000,13,0.024284,0.000003,3.097477,2.163894
218,20.735630,14.289450,0.021468,0.000001,1.000000,13,0.021360,0.000002,3.225241,0.194017
219,20.713373,14.283150,0.022082,0.000001,1.000000,13,0.022250,0.000003,3.230514,0.709162
220,20.731752,14.288100,0.023052,0.000001,1.000000,13,0.023042,0.000002,2.898405,0.531895
208,47.372036,14.230330,0.025353,0.000000,1.000000,40,0.025487,0.000001,1.034454,0.526874
210,47.188618,14.209907,0.024932,0.000000,1.000000,40,0.025059,0.000001,1.045627,0.578774
211,46.585575,14.272053,0.019786,0.000000,1.000000,39,0.019811,0.000001,1.398840,0.053415
213,32.648636,14.276276,0.020619,0.000000,1.000000,25,0.020505,0.000001,1.981649,0.110128
214,32.655605,14.278056,0.022741,0.000000,1.000000,25,0.022688,0.000001,1.666201,0.214473
215,33.097221,14.202390,0.024840,0.000000,1.000000,26,0.024803,0.000001,1.523096,0.619930
216,32.618481,14.269343,0.019170,0.000000,1.000000,25,0.018966,0.000001,2.288591,0.534880
217,21.670395,14.272017,0.024281,0.000001,1.000000,14,0.024224,0.000003,2.954634,2.119221
218,21.725290,14.287412,0.021445,0.000000,1.000000,14,0.021284,0.000002,3.061892,0.131395
219,21.702213,14.280988,0.022117,0.000001,1.000000,14,0.022194,0.000002,3.065326,0.702590
220,21.721046,14.286018,0.023050,0.000000,1.000000,14,0.023047,0.000002,2.735652,0.545888
208,48.368431,14.230274,0.025359,0.000000,1.000000,41,0.025483,0.000001,1.017021,0.531341
210,48.183983,14.209547,0.024937,0.000000,1.000000,41,0.025051,0.000001,1.026449,0.580619
211,47.580524,14.271559,0.019787,0.000000,1.000000,40,0.019800,0.000001,1.369936,0.033008
213,33.643593,14.275775,0.020610,0.000000,1.000000,26,0.020538,0.000001,1.906679,0.083273
214,33.650497,14.277525,0.022737,0.000000,1.000000,26,0.022711,0.000001,1.607707,0.231034
215,34.092171,14.201885,0.024836,0.000000,1.000000,27,0.024794,0.000001,1.478398,0.625770
216,33.613136,14.268738,0.019152,0.000000,1.000000,26,0.018963,0.000001,2.207346,0.490681
217,22.658699,14.269826,0.024270,0.000001,1.000000,15,0.024109,0.000003,2.825334,2.044278
218,22.715866,14.285662,0.021414,0.000000,1.000000,15,0.021362,0.000002,2.870578,0.072761
219,22.692205,14.279209,0.022132,0.000000,1.000000,15,0.022232,0.000002,2.899377,0.728496
220,22.711226,14.284183,0.023049,0.000000,1.000000,15,0.023076,0.000002,2.585522,0.567612
208,49.363754,14.229903,0.025364,0.000000,1.000000,42,0.025476,0.000001,0.999041,0.523638
210,49.179070,14.209110,0.024942,0.000000,1.000000,42,0.025036,0.000001,1.011065,0.580241
211,48.575649,14.271120,0.019787,0.000000,1.000000,41,0.019857,0.000001,1.332124,0.028484
213,34.638226,14.275131,0.020604,0.000000,1.000000,27,0.020471,0.000001,1.859035,0.063348
214,34.646088,14.277268,0.022735,0.000000,1.000000,27,0.022669,0.000001,1.565216,0.238958
215,35.087471,14.201518,0.024833,0.000000,1.000000,28,0.024785,0.000001,1.436158,0.610915
216,34.607658,14.268071,0.019137,0.000000,1.000000,27,0.018922,0.000001,2.143107,0.461431
217,23.648191,14.268071,0.024243,0.000000,1.000000,16,0.024057,0.000002,2.717332,1.989878
218,23.707430,14.284233,0.021405,0.000000,1.000000,16,0.021417,0.000002,2.708874,0.061988
219,23.682907,14.277605,0.022149,0.000000,1.000000,16,0.022268,0.000002,2.740625,0.663498
220,23.702370,14.282679,0.023054,0.000000,1.000000,16,0.023093,0.000002,2.451569,0.531114
208,50.360142,14.229831,0.025368,0.000000,1.000000,43,0.025497,0.000001,0.981426,0.533689
210,50.176029,14.209195,0.024945,0.000000,1.000000,43,0.025031,0.000001,0.992740,0.585500
211,49.570301,14.270551,0.019790,0.000000,1.000000,42,0.019866,0.000001,1.303364,0.001397
213,35.633923,14.274916,0.020594,0.000000,1.000000,28,0.020514,0.000001,1.790649,0.033048
214,35.641289,14.276850,0.022730,0.000000,1.000000,28,0.022705,0.000001,1.511433,0.259937
215,36.083439,14.201402,0.024829,0.000000,1.000000,29,0.024799,0.000001,1.394397,0.623113
216,35.603069,14.267765,0.019122,0.000000,1.000000,28,0.018957,0.000001,2.063365,0.413997
217,24.638323,14.266478,0.024214,0.000000,1.000000,17,0.024088,0.000002,2.579356,1.925304
218,24.699699,14.283006,0.021407,0.000000,1.000000,17,0.021464,0.000001,2.562292,0.002609
219,24.674582,14.276343,0.022168,0.000000,1.000000,17,0.022214,0.000002,2.629549,0.708930
220,24.694355,14.281450,0.023060,0.000000,1.000000,17,0.023162,0.000002,2.322410,0.564175
208,51.356804,14.229834,0.025373,0.000000,1.000000,44,0.025502,0.000001,0.965296,0.545007
210,51.172264,14.209076,0.024948,0.000000,1.000000,44,0.025046,0.000001,0.978038,0.604014
211,50.564976,14.269994,0.019792,0.000000,1.000000,43,0.019918,0.000001,1.270459,0.022335
213,36.629532,14.274648,0.020589,0.000000,1.000000,29,0.020491,0.000001,1.744470,0.017127
214,36.636688,14.276501,0.022728,0.000000,1.000000,29,0.022698,0.000001,1.472437,0.296190
215,37.078720,14.201012,0.024827,0.000000,1.000000,30,0.024838,0.000001,1.354602,0.637647
216,36.598583,14.267478,0.019110,0.000000,1.000000,29,0.018956,0.000001,2.001376,0.353006
217,25.629356,14.265164,0.024195,0.000000,1.000000,18,0.024184,0.000002,2.471851,1.919273
218,25.692661,14.281993,0.021416,0.000000,1.000000,18,0.021489,0.000001,2.442493,0.050994
219,25.666740,14.275167,0.022175,0.000000,1.000000,18,0.022300,0.000002,2.492708,0.697428
220,25.686501,14.280150,0.023076,0.000000,1.000000,18,0.023249,0.000001,2.205276,0.577491
208,52.353073,14.229724,0.025377,0.000000,1.000000,45,0.025502,0.000001,0.950676,0.573068
210,52.166931,14.208529,0.024952,0.000000,1.000000,45,0.025040,0.000001,0.962314,0.629649
211,51.560726,14.269740,0.019796,0.000000,1.000000,44,0.019899,0.000001,1.248132,0.068016
213,37.625240,14.274415,0.020583,0.000000,1.000000,30,0.020479,0.000001,1.694858,0.078007
214,37.632530,14.276309,0.022726,0.000000,1.000000,30,0.022693,0.000001,1.431505,0.345898
215,38.074085,14.200652,0.024827,0.000000,1.000000,31,0.024786,0.000001,1.325306,0.677435
216,37.593513,14.266962,0.019101,0.000000,1.000000,30,0.018987,0.000001,1.933454,0.274640
217,26.620775,14.263906,0.024194,0.000000,1.000000,19,0.024142,0.000002,2.378400,1.919198
218,26.686113,14.281105,0.021426,0.000000,1.000000,19,0.021500,0.000001,2.332252,0.144396
219,26.659504,14.274170,0.022193,0.000000,1.000000,19,0.022282,0.000001,2.395613,0.771766
220,26.679428,14.279147,0.023100,0.000000,1.000000,19,0.023213,0.000001,2.119995,0.647602
208,53.348572,14.229406,0.025381,0.000000,1.000000,46,0.025551,0.000001,0.933772,0.598965
210,53.164524,14.208762,0.024955,0.000000,1.000000,46,0.025062,0.000001,0.949271,0.661415
211,52.557102,14.269657,0.019800,0.000000,1.000000,45,0.019929,0.000001,1.221282,0.108884
213,38.620541,14.274024,0.020577,0.000000,1.000000,31,0.020467,0.000001,1.654157,0.148249
214,38.627945,14.275959,0.022724,0.000000,1.000000,31,0.022703,0.000001,1.396662,0.401162
215,39.069824,14.200423,0.024825,0.000000,1.000000,32,0.024835,0.000001,1.290424,0.712130
216,38.588589,14.266491,0.019094,0.000000,1.000000,31,0.018983,0.000001,1.881410,0.193732
217,27.612698,14.262766,0.024187,0.000000,1.000000,20,0.024195,0.000002,2.300010,1.949040
218,27.679811,14.280220,0.021436,0.000000,1.000000,20,0.021523,0.000001,2.236079,0.224320
219,27.652643,14.273239,0.022205,0.000000,1.000000,20,0.022279,0.000001,2.302486,0.799864
220,27.672771,14.278223,0.023115,0.000000,1.000000,20,0.023320,0.000001,2.021083,0.691610
208,54.343151,14.228863,0.025387,0.000000,1.000000,47,0.025558,0.000001,0.919980,0.635656
210,54.160038,14.208448,0.024958,0.000000,1.000000,47,0.025062,0.000001,0.933065,0.691288
211,53.552906,14.269420,0.019804,0.000000,1.000000,46,0.019924,0.000001,1.199234,0.165726
213,39.615009,14.273339,0.020570,0.000000,1.000000,32,0.020520,0.000001,1.597833,0.215177
214,39.623970,14.275820,0.022723,0.000000,1.000000,32,0.022698,0.000001,1.358429,0.457252
215,40.064892,14.199949,0.024825,0.000000,1.000000,33,0.024846,0.000001,1.257890,0.761794
216,39.583996,14.266142,0.019088,0.000000,1.000000,32,0.019040,0.000001,1.814136,0.108105
217,28.605169,14.261804,0.024188,0.000000,1.000000,21,0.024138,0.000002,2.215871,1.953754
218,28.673742,14.279357,0.021448,0.000000,1.000000,21,0.021549,0.000001,2.138353,0.329632
219,28.646168,14.272389,0.022214,0.000000,1.000000,21,0.022383,0.000001,2.198611,0.897882
