id,a,b,mu,sigma2,depthRange,count,x,tau2,depTau,zNoise
308,45.215321,173.049042,0.122918,0.000008,1.000000,218,0.007277,0.000001,3.673196,0.010138
332,32.755825,159.926071,0.022663,0.000002,1.000000,175,0.006276,0.000001,5.042130,0.266577
337,18.275038,170.148605,0.050787,0.000005,1.000000,167,0.006926,0.000001,4.050990,0.116164
308,45.215168,174.048462,0.122918,0.000008,1.000000,219,0.007261,0.000001,3.662311,0.070383
332,32.755749,160.925705,0.022663,0.000002,1.000000,176,0.006310,0.000001,4.943949,0.151387
337,18.275063,171.148834,0.050787,0.000005,1.000000,168,0.006957,0.000001,3.981041,0.016114
308,45.215153,175.048401,0.122918,0.000008,1.000000,220,0.007253,0.000001,3.643528,0.168649
332,32.755772,161.925812,0.022663,0.000002,1.000000,177,0.006327,0.000001,4.876724,0.024954
337,18.275045,172.148666,0.050787,0.000005,1.000000,169,0.006972,0.000001,3.933176,0.095268
308,45.215088,176.048141,0.122918,0.000008,1.000000,221,0.007266,0.000001,3.602126,0.263092
332,32.755669,162.925308,0.022663,0.000002,1.000000,178,0.006339,0.000001,4.822786,0.089022
337,18.275005,173.148285,0.050787,0.000005,1.000000,170,0.006985,0.000001,3.888265,0.196770
308,45.215153,177.048386,0.122918,0.000008,1.000000,222,0.007273,0.000001,3.569166,0.325938
332,32.755882,163.926346,0.022663,0.000002,1.000000,179,0.006356,0.000001,4.761221,0.170686
337,18.275017,174.148392,0.050787,0.000005,1.000000,171,0.007001,0.000001,3.843039,0.268290
360,10.000000,15.000000,0.010526,0.027778,1.000000,0,0.009435,0.002267,96.009727,16.422892
308,45.215347,178.049149,0.122918,0.000008,1.000000,223,0.007281,0.000001,3.537045,0.358479
332,32.755821,164.926025,0.022663,0.000002,1.000000,180,0.006356,0.000001,4.730168,0.213957
337,18.274984,175.148071,0.050787,0.000005,1.000000,172,0.007007,0.000001,3.811244,0.306275
359,10.000000,15.000000,0.010118,0.027778,1.000000,0,0.010366,0.003138,87.952492,21.190294
360,10.201805,14.808699,0.009915,0.012230,1.000000,1,0.009436,0.000294,80.746368,13.993397
308,45.215279,179.048874,0.122918,0.000008,1.000000,224,0.007294,0.000001,3.499938,0.357427
332,32.755825,165.926056,0.022663,0.000002,1.000000,181,0.006341,0.000001,4.724957,0.213079
337,18.274984,176.148071,0.050787,0.000005,1.000000,173,0.007002,0.000001,3.793934,0.305799
359,10.197333,14.810256,0.010252,0.012753,1.000000,1,0.009379,0.008221,101.247147,20.075659
360,10.556154,14.605114,0.009583,0.003743,1.000000,2,0.008969,0.000184,80.576912,11.953905
308,45.215523,180.049850,0.122918,0.000008,1.000000,225,0.007273,0.000001,3.501850,0.317502
332,32.755650,166.925171,0.022663,0.000002,1.000000,182,0.006370,0.000001,4.648715,0.178290
337,18.274979,177.148010,0.050787,0.000005,1.000000,174,0.007033,0.000001,3.734008,0.272810
357,10.000000,15.000000,0.010250,0.027778,1.000000,0,0.011881,0.000053,39.928673,28.304838
358,10.000000,15.000000,0.010330,0.027778,1.000000,0,0.013477,0.000202,46.927273,24.812767
359,10.463186,14.612330,0.009905,0.007676,1.000000,2,0.011158,0.000115,54.350288,17.904158
360,11.114184,14.441348,0.009102,0.000812,1.000000,3,0.009799,0.000061,56.354294,12.960632
308,45.215878,181.051270,0.122918,0.000008,1.000000,226,0.007252,0.000001,3.503563,0.263868
332,32.755756,167.925720,0.022663,0.000002,1.000000,183,0.006399,0.000001,4.576238,0.129975
337,18.274984,178.148056,0.050787,0.000005,1.000000,175,0.007056,0.000001,3.685728,0.227322
357,10.213919,14.804816,0.011250,0.010741,1.000000,1,0.015846,0.000024,18.083170,26.520359
358,10.213043,14.805106,0.012248,0.010851,1.000000,1,0.016590,0.000067,24.667418,20.822216
359,10.907285,14.425384,0.010848,0.001898,1.000000,3,0.012862,0.000048,34.015911,16.256704
360,11.876285,14.347833,0.009694,0.000123,1.000000,4,0.010774,0.000033,40.154213,13.309276
308,45.216152,182.052383,0.122918,0.000008,1.000000,227,0.007244,0.000001,3.492971,0.219770
332,32.755779,168.925827,0.022663,0.000002,1.000000,184,0.006426,0.000001,4.508056,0.090645
337,18.274963,179.147858,0.050787,0.000005,1.000000,176,0.007080,0.000001,3.639095,0.190211
357,10.594357,14.602441,0.014580,0.002965,1.000000,2,0.018032,0.000018,12.402257,25.076693
358,10.591069,14.602583,0.015375,0.003040,1.000000,2,0.018065,0.000045,18.387856,18.822050
359,11.573836,14.298941,0.012561,0.000284,1.000000,4,0.013632,0.000034,27.077690,15.150201
360,12.771033,14.307402,0.010514,0.000030,1.000000,5,0.011236,0.000024,33.322342,13.100090
308,45.215752,183.050781,0.122918,0.000008,1.000000,228,0.007241,0.000001,3.476533,0.193851
332,32.755592,169.924881,0.022663,0.000002,1.000000,185,0.006455,0.000001,4.439250,0.068736
337,18.274996,180.148178,0.050787,0.000005,1.000000,177,0.007102,0.000001,3.594561,0.169113
357,11.193976,14.449854,0.017466,0.000488,1.000000,3,0.018489,0.000015,10.914621,23.534843
358,11.185900,14.448670,0.017598,0.000529,1.000000,3,0.018602,0.000036,15.857973,17.552732
359,12.425648,14.241605,0.013467,0.000044,1.000000,5,0.014058,0.000026,23.261318,14.180030
360,13.710747,14.285854,0.010905,0.000014,1.000000,6,0.011465,0.000019,29.398144,12.530816
308,45.216022,184.051895,0.122918,0.000008,1.000000,229,0.007236,0.000001,3.464615,0.181423
332,32.755539,170.924606,0.022663,0.000002,1.000000,186,0.006464,0.000001,4.404191,0.057493
337,18.275011,181.148315,0.050787,0.000005,1.000000,178,0.007114,0.000001,3.564115,0.158813
357,12.007148,14.375004,0.018391,0.000047,1.000000,4,0.017774,0.000014,11.233235,22.897942
358,11.989289,14.370222,0.018471,0.000069,1.000000,4,0.018241,0.000032,15.558949,17.084618
359,13.356065,14.216166,0.013826,0.000017,1.000000,6,0.013851,0.000023,22.556978,13.829649
360,14.665507,14.270941,0.011134,0.000008,1.000000,7,0.011289,0.000016,28.553640,12.119957
308,45.215809,185.051010,0.122918,0.000008,1.000000,230,0.007242,0.000001,3.441342,0.187009
332,32.755375,171.923752,0.022663,0.000002,1.000000,187,0.006469,0.000001,4.375277,0.066593
337,18.275063,182.148834,0.050787,0.000005,1.000000,179,0.007117,0.000001,3.543114,0.166465
357,12.940360,14.349180,0.017924,0.000011,1.000000,5,0.015081,0.000014,15.474531,22.360237
358,12.904181,14.337536,0.018318,0.000023,1.000000,5,0.016601,0.000031,18.370396,17.252977
359,14.305500,14.199098,0.013837,0.000010,1.000000,7,0.013060,0.000022,24.439604,13.543600
360,15.628088,14.259617,0.011184,0.000005,1.000000,8,0.010737,0.000015,30.277971,11.419237
308,45.215866,186.051239,0.122918,0.000008,1.000000,231,0.007229,0.000001,3.438659,0.201727
332,32.755569,172.924759,0.022663,0.000002,1.000000,188,0.006502,0.000001,4.306307,0.095045
337,18.275106,183.149261,0.050787,0.000005,1.000000,180,0.007143,0.000001,3.499206,0.189640
357,13.891881,14.331937,0.016661,0.000006,1.000000,6,0.018377,0.000011,9.360935,20.666052
358,13.842482,14.315736,0.017601,0.000013,1.000000,6,0.018924,0.000023,12.716033,14.892920
359,15.262169,14.185639,0.013595,0.000007,1.000000,8,0.014310,0.000017,18.627193,12.118464
360,16.594860,14.250298,0.011068,0.000004,1.000000,9,0.011467,0.000012,24.569225,10.849104
308,45.215614,187.050201,0.122918,0.000008,1.000000,232,0.007222,0.000001,3.431040,0.228632
332,32.755756,173.925735,0.022663,0.000002,1.000000,189,0.006517,0.000001,4.265524,0.129359
337,18.275106,184.149277,0.050787,0.000005,1.000000,181,0.007156,0.000001,3.470918,0.219603
357,14.856412,14.320309,0.017297,0.000004,1.000000,7,0.019881,0.000009,7.490261,19.409056
358,14.793828,14.299902,0.018078,0.000009,1.000000,7,0.019887,0.000020,10.779902,13.672333
359,16.226076,14.175346,0.013799,0.000005,1.000000,9,0.014876,0.000015,16.212042,11.256064
360,17.566483,14.242976,0.011165,0.000003,1.000000,10,0.011795,0.000011,21.934357,10.243242
308,45.215630,188.050247,0.122918,0.000008,1.000000,233,0.007220,0.000001,3.419573,0.256156
332,32.755680,174.925323,0.022663,0.000002,1.000000,190,0.006514,0.000001,4.253515,0.161660
337,18.275173,185.149933,0.050787,0.000005,1.000000,182,0.007154,0.000001,3.458862,0.248195
357,15.821140,14.309690,0.018075,0.000003,1.000000,8,0.019109,0.000009,7.863129,18.852377
358,15.751276,14.287121,0.018616,0.000006,1.000000,8,0.019280,0.000019,11.110846,13.324202
359,17.193943,14.166821,0.014068,0.000004,1.000000,10,0.014535,0.000013,16.399292,10.839458
360,18.541025,14.236836,0.011304,0.000002,1.000000,11,0.011606,0.000010,21.821922,9.749291
308,45.215515,189.049774,0.122918,0.000008,1.000000,234,0.007221,0.000001,3.405356,0.263322
332,32.755569,175.924728,0.022663,0.000002,1.000000,191,0.006530,0.000001,4.215059,0.179154
337,18.275116,186.149368,0.050787,0.000005,1.000000,183,0.007164,0.000001,3.435368,0.261984
357,16.795498,14.302613,0.018327,0.000002,1.000000,9,0.020842,0.000008,6.233727,17.749884
358,16.715059,14.277128,0.018777,0.000005,1.000000,9,0.020162,0.000017,9.622887,12.261683
359,18.165533,14.159866,0.014167,0.000003,1.000000,11,0.015099,0.000012,14.438456,10.100800
360,19.518053,14.231693,0.011362,0.000002,1.000000,12,0.011937,0.000009,19.674477,9.284515
308,45.215664,190.050415,0.122918,0.000008,1.000000,235,0.007225,0.000001,3.389488,0.253959
332,32.755665,176.925232,0.022663,0.000002,1.000000,192,0.006534,0.000001,4.194835,0.171239
337,18.275141,187.149628,0.050787,0.000005,1.000000,184,0.007167,0.000001,3.420166,0.254434
357,17.765463,14.294922,0.018872,0.000002,1.000000,10,0.019336,0.000007,7.138883,17.465334
358,17.681599,14.268543,0.019075,0.000004,1.000000,10,0.019424,0.000016,10.152534,12.283945
359,19.139402,14.153921,0.014347,0.000002,1.000000,12,0.014675,0.000011,14.909520,9.998620
360,20.496868,14.227222,0.011464,0.000002,1.000000,13,0.011698,0.000008,19.912462,9.036760
362,10.000000,15.000000,0.010083,0.027778,1.000000,0,0.127048,0.000128,0.694437,22.860647
308,45.215862,191.051254,0.122918,0.000008,1.000000,236,0.007243,0.000001,3.359683,0.225584
332,32.755836,177.926147,0.022663,0.000002,1.000000,193,0.006528,0.000001,4.189158,0.135616
337,18.275173,188.149948,0.050787,0.000005,1.000000,185,0.007164,0.000001,3.413346,0.223262
357,18.745003,14.290093,0.018957,0.000001,1.000000,11,0.015665,0.000008,11.148972,17.776222
358,18.651958,14.261544,0.019139,0.000003,1.000000,11,0.017248,0.000017,13.039316,13.192639
359,20.115561,14.148808,0.014403,0.000002,1.000000,13,0.013411,0.000012,17.844633,10.496896
360,21.477411,14.223402,0.011501,0.000001,1.000000,14,0.010903,0.000008,22.712471,8.949453
308,45.216118,192.052338,0.122918,0.000008,1.000000,237,0.007258,0.000001,3.334074,0.178006
332,32.755947,178.926743,0.022663,0.000002,1.000000,194,0.006503,0.000001,4.213651,0.076180
337,18.275181,189.150040,0.050787,0.000005,1.000000,186,0.007149,0.000001,3.418481,0.171567
357,19.709749,14.282351,0.018481,0.000001,1.000000,12,0.012221,0.000009,19.154533,18.286022
358,19.620388,14.254522,0.018858,0.000003,1.000000,12,0.014555,0.000019,19.042740,14.997673
359,21.091957,14.144140,0.014262,0.000002,1.000000,14,0.011874,0.000012,23.134235,11.415121
360,22.458506,14.219946,0.011419,0.000001,1.000000,15,0.009991,0.000008,27.063320,8.997734
308,45.216019,193.051926,0.122918,0.000008,1.000000,238,0.007266,0.000001,3.316328,0.134253
332,32.755737,179.925598,0.022663,0.000002,1.000000,195,0.006480,0.000001,4.235044,0.019875
337,18.275146,190.149673,0.050787,0.000005,1.000000,187,0.007132,0.000001,3.427855,0.122695
357,20.581915,14.257200,0.017799,0.000001,1.000000,13,0.010233,0.000010,28.253475,18.330475
358,20.575865,14.245403,0.018365,0.000002,1.000000,13,0.012499,0.000023,26.924728,16.904995
359,22.064186,14.138928,0.013982,0.000001,1.000000,15,0.010739,0.000013,28.699240,12.307868
360,23.438128,14.216339,0.011251,0.000001,1.000000,16,0.009408,0.000009,30.384169,9.026265
308,45.216156,194.052505,0.122918,0.000008,1.000000,239,0.007282,0.000001,3.292138,0.098444
332,32.755829,180.926086,0.022663,0.000002,1.000000,196,0.006448,0.000001,4.272417,0.033162
337,18.275095,191.149139,0.050787,0.000005,1.000000,188,0.007106,0.000001,3.447443,0.077603
357,21.357182,14.218255,0.017148,0.000001,1.000000,14,0.008307,0.000013,45.437160,17.650093
358,21.515575,14.233780,0.017846,0.000002,1.000000,14,0.010155,0.000033,44.308331,19.595636
359,23.032070,14.133330,0.013664,0.000001,1.000000,16,0.009471,0.000015,38.064236,13.241074
360,24.416998,14.212878,0.011058,0.000001,1.000000,17,0.008756,0.000009,35.182617,8.780035
308,45.215736,195.050705,0.122918,0.000008,1.000000,240,0.007248,0.000001,3.318358,0.046927
332,32.755829,181.926086,0.022663,0.000002,1.000000,197,0.006483,0.000001,4.210668,0.082308
337,18.275116,192.149368,0.050787,0.000005,1.000000,189,0.007131,0.000001,3.412356,0.031566
357,22.061333,14.172147,0.016587,0.000001,1.000000,15,0.009468,0.000010,32.493900,19.435299
359,23.992636,14.126841,0.013335,0.000001,1.000000,17,0.010426,0.000013,29.555878,13.048427
360,25.394300,14.209450,0.010847,0.000001,1.000000,18,0.009041,0.000008,31.957111,9.748305
308,45.215736,196.050705,0.122918,0.000008,1.000000,241,0.007229,0.000001,3.330810,0.003454
332,32.755985,182.926941,0.022663,0.000002,1.000000,198,0.006510,0.000001,4.162568,0.119518
337,18.275135,193.149551,0.050787,0.000005,1.000000,190,0.007151,0.000001,3.383933,0.004220
357,22.889921,14.144509,0.016010,0.000001,1.000000,16,0.010965,0.000008,22.610289,19.917955
359,24.964544,14.122530,0.013080,0.000001,1.000000,18,0.011377,0.000011,23.592777,12.587449
360,26.374548,14.206519,0.010682,0.000001,1.000000,19,0.009440,0.000007,28.369045,10.271694
308,45.215553,197.049927,0.122918,0.000008,1.000000,242,0.007211,0.000001,3.343744,0.030288
332,32.756039,183.927231,0.022663,0.000002,1.000000,199,0.006529,0.000001,4.128523,0.150550
337,18.275181,194.150024,0.050787,0.000005,1.000000,191,0.007162,0.000001,3.366232,0.033493
359,25.943029,14.119322,0.012922,0.000001,1.000000,19,0.011931,0.000010,20.772621,12.408052
360,27.357759,14.204214,0.010569,0.000001,1.000000,20,0.009640,0.000007,26.584145,10.658632
308,45.215389,198.049194,0.122918,0.000008,1.000000,243,0.007197,0.000001,3.351617,0.058517
332,32.756100,184.927582,0.022663,0.000002,1.000000,200,0.006544,0.000001,4.100331,0.174247
337,18.275141,195.149597,0.050787,0.000005,1.000000,192,0.007170,0.000001,3.352470,0.056585
359,26.924419,14.116724,0.012830,0.000001,1.000000,20,0.012341,0.000009,18.913816,12.167020
360,28.342306,14.202171,0.010487,0.000001,1.000000,21,0.009737,0.000007,25.589453,10.904184
308,45.215439,199.049408,0.122918,0.000008,1.000000,244,0.007184,0.000001,3.359428,0.091473
332,32.756031,185.927216,0.022663,0.000002,1.000000,201,0.006547,0.000001,4.089162,0.199605
337,18.275141,196.149597,0.050787,0.000005,1.000000,193,0.007171,0.000001,3.345934,0.081486
359,27.907295,14.114432,0.012786,0.000001,1.000000,21,0.012692,0.000009,17.497625,12.043045
360,29.327719,14.200328,0.010424,0.000001,1.000000,22,0.009950,0.000006,24.020651,11.033760
308,45.215496,200.049652,0.122918,0.000008,1.000000,245,0.007183,0.000001,3.356057,0.125046
332,32.755959,186.926804,0.022663,0.000002,1.000000,202,0.006543,0.000001,4.089146,0.231380
337,18.275137,197.149551,0.050787,0.000005,1.000000,194,0.007170,0.000001,3.341878,0.110808
360,30.314226,14.198759,0.010385,0.000001,1.000000,23,0.009863,0.000006,24.234694,11.184128
308,45.215340,201.048950,0.122918,0.000008,1.000000,246,0.007167,0.000001,3.368142,0.165999
332,32.755871,187.926315,0.022663,0.000002,1.000000,203,0.006560,0.000001,4.059437,0.258732
337,18.275160,198.149780,0.050787,0.000005,1.000000,195,0.007180,0.000001,3.326811,0.138910
360,31.301075,14.197309,0.010345,0.000000,1.000000,24,0.010444,0.000006,21.004372,11.201388
308,45.215599,202.050095,0.122918,0.000008,1.000000,247,0.007158,0.000001,3.373155,0.207830
332,32.755756,188.925659,0.022663,0.000002,1.000000,204,0.006561,0.000001,4.052287,0.297738
337,18.275131,199.149460,0.050787,0.000005,1.000000,196,0.007183,0.000001,3.319635,0.174980
308,45.215637,203.050262,0.122918,0.000008,1.000000,248,0.007148,0.000001,3.380259,0.253158
332,32.755737,189.925552,0.022663,0.000002,1.000000,205,0.006558,0.000001,4.052530,0.340994
337,18.275112,200.149246,0.050787,0.000005,1.000000,197,0.007181,0.000001,3.318282,0.214955
308,45.215866,204.051300,0.122918,0.000008,1.000000,249,0.007133,0.000001,3.392632,0.313134
332,32.755806,190.925949,0.022663,0.000002,1.000000,206,0.006556,0.000001,4.051191,0.403123
337,18.275122,201.149353,0.050787,0.000005,1.000000,198,0.007180,0.000001,3.315945,0.271512
308,45.215858,205.051254,0.122918,0.000008,1.000000,250,0.007125,0.000001,3.398135,0.376245
332,32.756081,191.927551,0.022663,0.000002,1.000000,207,0.006559,0.000001,4.043262,0.468263
337,18.275129,202.149445,0.050787,0.000005,1.000000,199,0.007178,0.000001,3.314855,0.331706
308,45.216030,206.052032,0.122918,0.000008,1.000000,251,0.007116,0.000001,3.405223,0.443921
332,32.755913,192.926559,0.022663,0.000002,1.000000,208,0.006554,0.000001,4.047435,0.544875
337,18.275082,203.148926,0.050787,0.000005,1.000000,200,0.007168,0.000001,3.322274,0.401197
308,45.216167,207.052658,0.122918,0.000008,1.000000,252,0.007109,0.000001,3.409446,0.511321
332,32.756069,193.927460,0.022663,0.000002,1.000000,209,0.006559,0.000001,4.037688,0.619070
337,18.275080,204.148895,0.050787,0.000005,1.000000,201,0.007173,0.000001,3.314388,0.468590
308,45.216274,208.053146,0.122918,0.000008,1.000000,253,0.007096,0.000001,3.421333,0.572312
332,32.755890,194.926392,0.022663,0.000002,1.000000,210,0.006552,0.000001,4.043313,0.689960
337,18.275049,205.148560,0.050787,0.000005,1.000000,202,0.007162,0.000001,3.323353,0.533129
308,45.216537,209.054367,0.122918,0.000008,1.000000,254,0.007087,0.000001,3.428151,0.624012
332,32.755882,195.926361,0.022663,0.000002,1.000000,211,0.006549,0.000001,4.045444,0.747027
337,18.275051,206.148590,0.050787,0.000005,1.000000,203,0.007157,0.000001,3.326370,0.585496
362,10.139363,14.837362,0.074674,0.015786,1.000000,1,0.193658,0.000014,0.100704,12.693041
308,45.216537,210.054352,0.122918,0.000008,1.000000,255,0.007076,0.000001,3.438144,0.666262
332,32.755783,196.925781,0.022663,0.000002,1.000000,212,0.006550,0.000001,4.040689,0.792099
337,18.275038,207.148438,0.050787,0.000005,1.000000,204,0.007156,0.000001,3.324940,0.627311
362,10.305717,14.666658,0.143722,0.010066,1.000000,2,0.171654,0.000018,0.144050,11.680387
308,45.216484,211.054092,0.122918,0.000008,1.000000,256,0.007070,0.000001,3.442474,0.688484
332,32.755711,197.925339,0.022663,0.000002,1.000000,213,0.006552,0.000001,4.036600,0.819595
337,18.275043,208.148499,0.050787,0.000005,1.000000,205,0.007152,0.000001,3.327298,0.652974
362,10.688191,14.469312,0.164039,0.002898,1.000000,3,0.155203,0.000021,0.191817,11.287895
308,45.216358,212.053497,0.122918,0.000008,1.000000,257,0.007067,0.000001,3.443914,0.690104
332,32.755802,198.925888,0.022663,0.000002,1.000000,214,0.006552,0.000001,4.034315,0.823742
337,18.275024,209.148300,0.050787,0.000005,1.000000,206,0.007150,0.000001,3.327264,0.656772
308,45.216164,213.052582,0.122918,0.000008,1.000000,258,0.007063,0.000001,3.446385,0.675777
332,32.755772,199.925705,0.022663,0.000002,1.000000,215,0.006551,0.000001,4.033510,0.810699
337,18.275003,210.148056,0.050787,0.000005,1.000000,207,0.007148,0.000001,3.327291,0.644548
308,45.216320,214.053314,0.122918,0.000008,1.000000,259,0.007062,0.000001,3.445812,0.646299
332,32.755749,200.925568,0.022663,0.000002,1.000000,216,0.006554,0.000001,4.026857,0.781198
337,18.274982,211.147812,0.050787,0.000005,1.000000,208,0.007149,0.000001,3.325008,0.617513
308,45.216389,215.053619,0.122918,0.000008,1.000000,260,0.007062,0.000001,3.444121,0.611472
332,32.755722,201.925415,0.022663,0.000002,1.000000,217,0.006555,0.000001,4.023598,0.747425
337,18.274984,212.147812,0.050787,0.000005,1.000000,209,0.007150,0.000001,3.322061,0.585823
308,45.216591,216.054596,0.122918,0.000008,1.000000,261,0.007062,0.000001,3.442013,0.579185
332,32.755962,202.926880,0.022663,0.000002,1.000000,218,0.006560,0.000001,4.014771,0.709862
337,18.274967,213.147629,0.050787,0.000005,1.000000,210,0.007153,0.000001,3.316903,0.552013
308,45.216698,217.055115,0.122918,0.000008,1.000000,262,0.007064,0.000001,3.437783,0.546371
332,32.755917,203.926605,0.022663,0.000002,1.000000,219,0.006565,0.000001,4.005429,0.672675
337,18.274994,214.147934,0.050787,0.000005,1.000000,211,0.007156,0.000001,3.312253,0.518629
308,45.216919,218.056183,0.122918,0.000008,1.000000,263,0.007069,0.000001,3.430783,0.509246
332,32.755981,204.927017,0.022663,0.000002,1.000000,220,0.006567,0.000001,4.000456,0.634040
337,18.275024,215.148285,0.050787,0.000005,1.000000,212,0.007157,0.000001,3.309059,0.483222
308,45.217255,219.057800,0.122918,0.000008,1.000000,264,0.007069,0.000001,3.429012,0.482558
332,32.756020,205.927246,0.022663,0.000002,1.000000,221,0.006573,0.000001,3.990332,0.602223
337,18.275019,216.148209,0.050787,0.000005,1.000000,213,0.007161,0.000001,3.303344,0.454846
308,45.217484,220.058899,0.122918,0.000008,1.000000,265,0.007067,0.000001,3.429410,0.470580
332,32.756020,206.927231,0.022663,0.000002,1.000000,222,0.006580,0.000001,3.979356,0.584932
337,18.275076,217.148895,0.050787,0.000005,1.000000,214,0.007165,0.000001,3.297580,0.440115
308,45.217602,221.059464,0.122918,0.000008,1.000000,266,0.007069,0.000001,3.426242,0.470251
332,32.755833,207.926071,0.022663,0.000002,1.000000,223,0.006579,0.000001,3.979015,0.588092
337,18.275009,218.148087,0.050787,0.000005,1.000000,215,0.007163,0.000001,3.298204,0.442762
308,45.217808,222.060486,0.122918,0.000008,1.000000,267,0.007069,0.000001,3.425436,0.482188
332,32.755726,208.925385,0.022663,0.000002,1.000000,224,0.006574,0.000001,3.984667,0.602973
337,18.274956,219.147461,0.050787,0.000005,1.000000,216,0.007161,0.000001,3.298966,0.456087
308,45.217667,223.059799,0.122918,0.000008,1.000000,268,0.007061,0.000001,3.432932,0.510009
332,32.755703,209.925217,0.022663,0.000002,1.000000,225,0.006571,0.000001,3.988220,0.630436
337,18.274982,220.147781,0.050787,0.000005,1.000000,217,0.007160,0.000001,3.298987,0.481566
308,45.218048,224.061691,0.122918,0.000008,1.000000,269,0.007060,0.000001,3.433823,0.547443
332,32.755745,210.925491,0.022663,0.000002,1.000000,226,0.006572,0.000001,3.988081,0.668989
337,18.274973,221.147675,0.050787,0.000005,1.000000,218,0.007164,0.000001,3.294292,0.516981
308,45.217857,225.060715,0.122918,0.000008,1.000000,270,0.007056,0.000001,3.437636,0.571117
332,32.755852,211.926193,0.022663,0.000002,1.000000,227,0.006561,0.000001,4.001740,0.700412
337,18.274994,222.147934,0.050787,0.000005,1.000000,219,0.007154,0.000001,3.303893,0.545223
308,45.217739,226.060120,0.122918,0.000008,1.000000,271,0.007057,0.000001,3.436323,0.582742
332,32.756012,212.927231,0.022663,0.000002,1.000000,228,0.006554,0.000001,4.009983,0.714649
337,18.275009,223.148117,0.050787,0.000005,1.000000,220,0.007148,0.000001,3.308108,0.558355
308,45.218132,227.062103,0.122918,0.000008,1.000000,272,0.007055,0.000001,3.437258,0.585100
332,32.756084,213.927704,0.022663,0.000002,1.000000,229,0.006545,0.000001,4.021659,0.722982
337,18.275003,224.148056,0.050787,0.000005,1.000000,221,0.007141,0.000001,3.314642,0.565189
308,45.218136,228.062119,0.122918,0.000008,1.000000,273,0.007054,0.000001,3.437952,0.590440
332,32.756062,214.927567,0.022663,0.000002,1.000000,230,0.006546,0.000001,4.018627,0.723917
337,18.274977,225.147720,0.050787,0.000005,1.000000,222,0.007142,0.000001,3.312589,0.567283
308,45.217987,229.061371,0.122918,0.000008,1.000000,274,0.007056,0.000001,3.434887,0.590535
332,32.755928,215.926697,0.022663,0.000002,1.000000,231,0.006544,0.000001,4.021395,0.725795
337,18.274923,226.147064,0.050787,0.000005,1.000000,223,0.007142,0.000001,3.311758,0.568673
308,45.218113,230.062027,0.122918,0.000008,1.000000,275,0.007053,0.000001,3.438171,0.595664
332,32.755821,216.926010,0.022663,0.000002,1.000000,232,0.006539,0.000001,4.028259,0.731282
337,18.274944,227.147324,0.050787,0.000005,1.000000,224,0.007140,0.000001,3.312797,0.573641
308,45.218506,231.064026,0.122918,0.000008,1.000000,276,0.007052,0.000001,3.438547,0.603012
332,32.755737,217.925461,0.022663,0.000002,1.000000,233,0.006534,0.000001,4.034092,0.742435
337,18.274961,228.147537,0.050787,0.000005,1.000000,225,0.007136,0.000001,3.316153,0.583767
308,45.218281,232.062881,0.122918,0.000008,1.000000,277,0.007051,0.000001,3.440118,0.609909
332,32.755669,218.925018,0.022663,0.000002,1.000000,234,0.006531,0.000001,4.037419,0.749705
337,18.274933,229.147186,0.050787,0.000005,1.000000,226,0.007133,0.000001,3.319156,0.590988
308,45.218540,233.064209,0.122918,0.000008,1.000000,278,0.007045,0.000001,3.446747,0.616597
332,32.755749,219.925568,0.022663,0.000002,1.000000,235,0.006524,0.000001,4.047599,0.757011
337,18.274893,230.146683,0.050787,0.000005,1.000000,227,0.007126,0.000001,3.325615,0.597807
308,45.218609,234.064575,0.122918,0.000008,1.000000,279,0.007045,0.000001,3.447015,0.621577
332,32.755836,220.926147,0.022663,0.000002,1.000000,236,0.006521,0.000001,4.051698,0.762650
337,18.274940,231.147263,0.050787,0.000005,1.000000,228,0.007123,0.000001,3.328239,0.603275
308,45.218700,235.065018,0.122918,0.000008,1.000000,280,0.007046,0.000001,3.446185,0.622344
332,32.755775,221.925720,0.022663,0.000002,1.000000,237,0.006515,0.000001,4.059353,0.767506
337,18.274929,232.147125,0.050787,0.000005,1.000000,229,0.007117,0.000001,3.334118,0.607489
308,45.218822,236.065643,0.122918,0.000008,1.000000,281,0.007046,0.000001,3.446444,0.618815
332,32.755844,222.926178,0.022663,0.000002,1.000000,238,0.006512,0.000001,4.064741,0.761742
337,18.274960,233.147507,0.050787,0.000005,1.000000,230,0.007113,0.000001,3.338176,0.603069
308,45.218967,237.066376,0.122918,0.000008,1.000000,282,0.007046,0.000001,3.447257,0.604641
332,32.755604,223.924545,0.022663,0.000002,1.000000,239,0.006512,0.000001,4.064329,0.746267
337,18.274952,234.147415,0.050787,0.000005,1.000000,231,0.007113,0.000001,3.337704,0.589036
308,45.219353,238.068390,0.122918,0.000008,1.000000,283,0.007044,0.000001,3.449227,0.597480
332,32.755341,224.922760,0.022663,0.000002,1.000000,240,0.006509,0.000001,4.070182,0.736887
337,18.274982,235.147781,0.050787,0.000005,1.000000,232,0.007113,0.000001,3.337630,0.580494
377,10.000000,15.000000,0.009401,0.027778,1.000000,0,0.023258,0.001020,30.102129,22.784027
308,45.219284,239.068039,0.122918,0.000008,1.000000,284,0.007039,0.000001,3.456411,0.587425
332,32.755478,225.923691,0.022663,0.000002,1.000000,241,0.006507,0.000001,4.074434,0.726974
